-3.408377647399902344e+00,2.198142766952514648e+00,-3.061631917953491211e+00
-3.195642709732055664e+00,2.322562932968139648e+00,-1.798439383506774902e+00
-3.467276811599731445e+00,7.967449426651000977e-01,-2.069276571273803711e+00
-8.948159217834472656e-01,2.768597602844238281e+00,2.233997583389282227e+00
-3.127182722091674805e+00,1.498288214206695557e-01,2.561604976654052734e+00
-1.152496457099914551e+00,2.555785655975341797e+00,2.356977462768554688e+00
-3.457753419876098633e+00,1.259920120239257812e+00,-2.217738330364227295e-02
-3.070697784423828125e+00,1.730630844831466675e-01,2.605937719345092773e+00
-1.776718974113464355e+00,-2.549049854278564453e-01,2.871988296508789062e+00
-3.644186019897460938e+00,1.965733408927917480e+00,-2.768767595291137695e+00
-3.520986080169677734e+00,2.031290769577026367e+00,-2.138556718826293945e+00
-3.462135791778564453e+00,-1.422079056501388550e-01,7.311009168624877930e-01
-1.767741918563842773e+00,-4.474317729473114014e-01,-3.651788234710693359e+00
2.508536577224731445e-01,-5.604378700256347656e+00,-6.874445915222167969e+00
-2.777807712554931641e+00,3.017850518226623535e-01,2.795183897018432617e+00
-1.315905809402465820e+00,2.803102493286132812e+00,1.589448213577270508e+00
-3.463531970977783203e+00,-4.459191560745239258e-01,-3.179903984069824219e+00
-3.151911497116088867e+00,-2.486034631729125977e+00,-3.750758647918701172e+00
-3.285440444946289062e+00,8.640800118446350098e-01,1.095765233039855957e+00
-8.948153257369995117e-01,2.768597126007080078e+00,2.233997821807861328e+00
-3.182933568954467773e+00,2.344244241714477539e+00,-1.420603394508361816e+00
-3.611210584640502930e+00,2.508680343627929688e+00,-2.887477874755859375e+00
-1.074708342552185059e+00,2.995508432388305664e+00,2.055524826049804688e+00
-3.801303386688232422e+00,1.948023438453674316e+00,-1.793696522712707520e+00
-1.167317390441894531e+00,2.568778276443481445e+00,2.306456327438354492e+00
-3.433375597000122070e+00,2.994097709655761719e+00,-2.817667484283447266e+00
-2.838771104812622070e+00,2.233666896820068359e+00,-9.247699379920959473e-01
-2.659496068954467773e+00,1.803377151489257812e+00,-3.123773574829101562e+00
-1.594732999801635742e+00,2.843763113021850586e+00,1.503922820091247559e+00
-3.212663888931274414e+00,2.463211536407470703e+00,-2.190518379211425781e+00
-1.128902196884155273e+00,2.497852563858032227e+00,2.348505258560180664e+00
-1.564566731452941895e+00,2.429632902145385742e+00,1.756957292556762695e+00
-1.878909111022949219e+00,2.540176630020141602e+00,1.687370777130126953e+00
-1.553407192230224609e+00,2.456545352935791016e+00,1.800499320030212402e+00
3.746413886547088623e-01,-2.687218666076660156e+00,-3.947130739688873291e-01
-2.421202421188354492e+00,-9.825192689895629883e-01,-1.880513727664947510e-01
-9.326757192611694336e-01,2.818120479583740234e+00,2.272895812988281250e+00
-1.806254386901855469e+00,3.099686145782470703e+00,1.140999555587768555e+00
-2.465261697769165039e+00,1.774121761322021484e+00,-8.209543228149414062e-01
-1.607235550880432129e+00,2.974535942077636719e+00,1.363085508346557617e+00
-9.326757788658142090e-01,2.818120479583740234e+00,2.272896289825439453e+00
-1.780769109725952148e+00,-2.350188046693801880e-01,2.887446165084838867e+00
-1.638702630996704102e+00,2.803894758224487305e+00,1.488570213317871094e+00
-1.908359766006469727e+00,2.458220243453979492e+00,1.721478819847106934e+00
-9.326759576797485352e-01,2.818120956420898438e+00,2.272896528244018555e+00
-1.735505700111389160e+00,2.677952051162719727e+00,1.631840825080871582e+00
-1.685159683227539062e+00,3.075396537780761719e+00,1.097507715225219727e+00
-2.118545055389404297e+00,2.381094217300415039e+00,1.385638475418090820e+00
-1.852202296257019043e+00,2.966563224792480469e+00,1.139046907424926758e+00
-1.122818827629089355e+00,2.594232320785522461e+00,2.298475265502929688e+00
-1.796101927757263184e+00,-2.228637337684631348e-01,2.898700237274169922e+00
-1.795188069343566895e+00,2.677462816238403320e+00,1.423082470893859863e+00
-1.630524873733520508e+00,3.110754251480102539e+00,1.285256147384643555e+00
-1.564566850662231445e+00,2.429633378982543945e+00,1.756957411766052246e+00
1.445281744003295898e+00,1.607562661170959473e+00,2.604621171951293945e+00
-1.238288283348083496e+00,-4.888706803321838379e-01,-3.613664627075195312e+00
-1.068783879280090332e+00,2.719358444213867188e+00,2.230149745941162109e+00
-3.308163881301879883e+00,1.843668073415756226e-01,9.834327697753906250e-01
-3.754417896270751953e+00,1.807879328727722168e+00,-1.489930391311645508e+00
-3.451978683471679688e+00,5.101314187049865723e-01,9.542021155357360840e-01
-1.140183091163635254e+00,2.510947227478027344e+00,2.336582183837890625e+00
-1.908360362052917480e+00,2.458220243453979492e+00,1.721478581428527832e+00
-1.705873966217041016e+00,2.761307716369628906e+00,1.468693494796752930e+00
-1.950217604637145996e+00,2.410796642303466797e+00,1.678984761238098145e+00
-1.762320518493652344e+00,-2.992228865623474121e-01,2.853102445602416992e+00
-3.466132879257202148e+00,1.910414695739746094e+00,-1.554235577583312988e+00
-1.084300875663757324e+00,3.467692375183105469e+00,1.642837643623352051e+00
-1.238288164138793945e+00,-4.888704121112823486e-01,-3.613664865493774414e+00
-1.773035287857055664e+00,2.659748792648315430e+00,1.603650569915771484e+00
-3.742628335952758789e+00,2.007381200790405273e+00,-1.695408582687377930e+00
-3.808385133743286133e+00,1.623432755470275879e+00,-1.412774324417114258e+00
-1.831384062767028809e+00,2.433020919561386108e-01,-3.499651670455932617e+00
-1.762320399284362793e+00,-2.992222309112548828e-01,2.853101968765258789e+00
-1.116616964340209961e+00,2.514832496643066406e+00,2.329897642135620117e+00
-1.781334757804870605e+00,2.849668264389038086e+00,1.502803802490234375e+00
-3.221437931060791016e+00,1.246976494789123535e+00,-5.920554995536804199e-01
-2.034000396728515625e+00,5.917340517044067383e-01,-3.343360900878906250e+00
-1.950217366218566895e+00,2.410796165466308594e+00,1.678984403610229492e+00
-1.666839599609375000e+00,3.097447872161865234e+00,1.318716764450073242e+00
-1.762320756912231445e+00,-2.992220222949981689e-01,2.853101968765258789e+00
-3.642332553863525391e+00,2.209517955780029297e+00,-2.012533426284790039e+00
-3.316516399383544922e+00,2.000379323959350586e+00,-1.095332503318786621e+00
-3.541996717453002930e+00,8.377519845962524414e-01,3.564685285091400146e-01
-3.948456287384033203e+00,1.852978348731994629e+00,-2.221776485443115234e+00
-1.762320518493652344e+00,-2.992224395275115967e-01,2.853102445602416992e+00
-3.675505638122558594e+00,8.110517859458923340e-01,-1.379466205835342407e-01
-1.790380835533142090e+00,-1.478824317455291748e-01,2.889260768890380859e+00
-1.976594924926757812e+00,8.558126688003540039e-01,1.480539917945861816e+00
-1.762320399284362793e+00,-2.992222011089324951e-01,2.853101730346679688e+00
-1.762320280075073242e+00,-2.992224395275115967e-01,2.853102207183837891e+00
-2.516267538070678711e+00,1.138169884681701660e+00,-2.633027791976928711e+00
-3.547566175460815430e+00,2.307451725006103516e+00,-1.829149127006530762e+00
-3.134943723678588867e+00,8.213140368461608887e-01,1.151498436927795410e+00
-3.929467201232910156e+00,1.830798029899597168e+00,-2.123767614364624023e+00
-1.762320280075073242e+00,-2.992223203182220459e-01,2.853101968765258789e+00
-2.193299531936645508e+00,-2.136530280113220215e-01,-3.938629388809204102e+00
-1.758919119834899902e+00,-2.696678936481475830e-01,2.858867645263671875e+00
-2.944328546524047852e+00,2.448243856430053711e+00,-1.780691742897033691e+00
-3.854160070419311523e+00,2.248466968536376953e+00,-2.333205938339233398e+00
-1.758919477462768555e+00,-2.696686089038848877e-01,2.858868360519409180e+00
-2.407758682966232300e-01,-4.590775966644287109e+00,2.025950670242309570e+00
-1.963953137397766113e+00,-1.631366610527038574e+00,2.398926258087158203e+00
1.829906105995178223e+00,1.413896322250366211e+00,4.450966835021972656e+00
2.639011383056640625e+00,-1.418420791625976562e+00,4.509437084197998047e+00
5.262823700904846191e-01,-2.915116310119628906e+00,3.062828063964843750e+00
2.234476327896118164e+00,-2.228684663772583008e+00,2.560268163681030273e+00
-1.125288248062133789e+00,-2.360856533050537109e+00,2.946183443069458008e+00
6.665254235267639160e-01,-4.368229806423187256e-01,4.453861713409423828e+00
6.485939621925354004e-01,-4.864322662353515625e+00,3.063801527023315430e+00
2.867106437683105469e+00,-4.051515579223632812e+00,3.470023632049560547e+00
4.610816955566406250e+00,1.260825157165527344e+00,5.154544353485107422e+00
8.228475570678710938e+00,-8.357481956481933594e+00,1.998899877071380615e-01
5.840854346752166748e-02,-3.124240398406982422e+00,2.075117349624633789e+00
2.590454578399658203e+00,-4.074437618255615234e+00,4.764766216278076172e+00
5.441892147064208984e+00,-5.421099662780761719e+00,-2.664420127868652344e+00
1.976774334907531738e+00,-4.022793292999267578e+00,-4.670531749725341797e-01
1.026358842849731445e+00,5.471434444189071655e-02,2.699758768081665039e+00
8.200839757919311523e-01,-5.406461715698242188e+00,1.622737169265747070e+00
1.596495151519775391e+00,1.332367777824401855e+00,4.337578773498535156e+00
1.424236774444580078e+00,-2.908024311065673828e+00,3.480998754501342773e+00
6.485937237739562988e-01,-4.864322662353515625e+00,3.063801765441894531e+00
7.095513343811035156e+00,1.861838579177856445e+00,6.683451175689697266e+00
8.987622857093811035e-01,-5.682793617248535156e+00,1.753932714462280273e+00
2.374389886856079102e+00,-4.482245922088623047e+00,3.787754535675048828e+00
8.595754392445087433e-03,-5.866080284118652344e+00,1.728195786476135254e+00
5.271741390228271484e+00,-3.391261816024780273e+00,2.165109157562255859e+00
-2.849461734294891357e-01,-2.520012378692626953e+00,1.122624397277832031e+00
-1.515765190124511719e+00,-2.147999286651611328e+00,2.625813722610473633e+00
1.041389703750610352e+00,-2.043086051940917969e+00,3.587449073791503906e+00
1.930776983499526978e-01,-5.670806884765625000e+00,-3.159840404987335205e-01
-3.311400651931762695e+00,4.256560504436492920e-01,1.822525858879089355e+00
7.993332147598266602e-01,-1.470385551452636719e+00,3.421486139297485352e+00
2.396015077829360962e-01,-3.065225601196289062e+00,2.852859735488891602e+00
3.297129392623901367e+00,-4.383750438690185547e+00,2.627607583999633789e+00
6.576042771339416504e-01,-7.140052795410156250e+00,8.352493047714233398e-01
-1.877787113189697266e-01,-1.744655609130859375e+00,3.173571825027465820e+00
2.852893829345703125e+00,-4.865035116672515869e-01,5.398074150085449219e+00
1.573592543601989746e+00,1.304128289222717285e+00,3.512842655181884766e+00
2.519019842147827148e+00,3.507463932037353516e-01,5.408483028411865234e+00
1.160718917846679688e+00,-3.800622224807739258e+00,4.274046421051025391e-02
2.240771293640136719e+00,1.259548187255859375e+00,3.261901378631591797e+00
1.170344948768615723e+00,-4.055294692516326904e-01,4.856072902679443359e+00
9.974067807197570801e-01,-3.917858600616455078e-01,4.683420658111572266e+00
2.014643669128417969e+00,6.800782680511474609e-02,5.055527210235595703e+00
-4.125823378562927246e-01,-6.876723170280456543e-01,3.645047187805175781e+00
