-3.094673156738281250e-01,1.602963805198669434e+00,5.262028574943542480e-01,2.659741163253784180e+00,-1.324643567204475403e-02,2.632781505584716797e+00,8.797278404235839844e-01,2.011582553386688232e-01,1.887920975685119629e+00,1.834257960319519043e+00,1.514564990997314453e+00,1.531141042709350586e+00,8.126947283744812012e-01,-7.767689824104309082e-01,-2.544159591197967529e-01,1.846411347389221191e+00,4.666894376277923584e-01,1.103955060243606567e-01,8.847490549087524414e-01,2.726126670837402344e+00
1.781555294990539551e+00,3.593943119049072266e-01,-7.020554542541503906e-01,-1.445663571357727051e+00,2.735804080963134766e+00,1.418339490890502930e+00,-1.859039187431335449e+00,-3.831048905849456787e-01,3.821787536144256592e-01,7.829684615135192871e-01,4.455944895744323730e-01,-3.700169324874877930e-01,-3.934257328510284424e-01,-1.786953091621398926e+00,5.847942233085632324e-01,-5.211292505264282227e-01,3.909792006015777588e-01,2.427947282791137695e+00,6.241771578788757324e-01,2.295891009271144867e-02
-1.638428330421447754e+00,6.199504137039184570e-01,-3.238873779773712158e-01,-9.161165952682495117e-01,1.182928010821342468e-01,3.407979607582092285e-01,-6.402938365936279297e-01,-1.694231778383255005e-01,4.130755364894866943e-01,3.703294396400451660e-01,3.694794476032257080e-01,8.801506757736206055e-01,-9.923609495162963867e-01,8.525795936584472656e-01,-4.780524075031280518e-01,-1.979899220168590546e-02,1.550914168357849121e+00,9.833624362945556641e-01,5.836349725723266602e-02,-4.128618165850639343e-02
-1.429817914962768555e+00,1.067969322204589844e+00,7.969632744789123535e-02,3.766799867153167725e-01,3.108469210565090179e-02,-1.465613365173339844e+00,8.048368245363235474e-02,-8.360313177108764648e-01,8.114631772041320801e-01,-2.212115526199340820e-01,-3.491856753826141357e-01,-1.279701590538024902e-01,-1.239687681198120117e+00,1.016586899757385254e+00,1.024239897727966309e+00,-7.504448890686035156e-01,-3.630446195602416992e-01,8.812665343284606934e-01,5.463660955429077148e-01,-1.091281294822692871e+00
-1.152152061462402344e+00,5.858047008514404297e-01,1.479660034179687500e+00,2.731914222240447998e-01,-1.949439942836761475e-01,-1.349107027053833008e-01,-4.970655590295791626e-02,1.394979476928710938e+00,-8.182733654975891113e-01,-6.711194515228271484e-01,-5.680340528488159180e-01,1.041274428367614746e+00,-9.351404905319213867e-01,-1.426029086112976074e+00,1.164466023445129395e+00,-1.054441571235656738e+00,-1.342376947402954102e+00,2.605760991573333740e-01,-2.148981809616088867e+00,-3.801830708980560303e-01
-1.127048492431640625e+00,-8.677927777171134949e-03,3.353680372238159180e-01,1.309110283851623535e+00,1.244967818260192871e+00,1.493889451026916504e+00,-7.215435057878494263e-02,-1.012583971023559570e+00,-8.905071616172790527e-01,6.897579431533813477e-01,8.255335092544555664e-01,6.654403805732727051e-01,-2.209895104169845581e-01,-3.067935705184936523e-01,-5.036088228225708008e-01,2.958899438381195068e-01,-2.533419609069824219e+00,-2.278354912996292114e-01,-1.414214730262756348e+00,-9.712478518486022949e-01
1.947458505630493164e+00,6.571764349937438965e-01,-1.366626620292663574e+00,-5.383302569389343262e-01,8.271482586860656738e-01,1.703109890222549438e-01,-4.785857796669006348e-01,-3.246020793914794922e+00,1.731329798698425293e+00,6.635670065879821777e-01,6.613247394561767578e-01,7.192795872688293457e-01,6.484847068786621094e-01,1.363610267639160156e+00,7.988112568855285645e-01,-2.695797204971313477e+00,-2.626558579504489899e-02,-1.113118767738342285e+00,-3.103965818881988525e-01,1.263385415077209473e+00
6.591061353683471680e-01,1.040498256683349609e+00,4.002653658390045166e-01,-2.286210298538208008e+00,-1.999639034271240234e+00,6.239787936210632324e-01,-1.125197783112525940e-01,-2.592633664608001709e-01,-1.926791310310363770e+00,-3.649193346500396729e-01,-2.846918702125549316e-01,7.790808677673339844e-01,6.008036136627197266e-01,-1.044667139649391174e-01,1.222276210784912109e+00,1.453704982995986938e-01,-9.065344184637069702e-02,8.301982879638671875e-01,2.503775358200073242e-01,2.887180745601654053e-01
-3.610605299472808838e-01,-3.953343331813812256e-01,-1.839955300092697144e-01,-3.586663007736206055e-01,7.625657320022583008e-01,1.351784944534301758e+00,-1.145563602447509766e+00,-5.559896826744079590e-01,-2.062217473983764648e+00,1.536300927400588989e-01,2.986630499362945557e-01,7.454138994216918945e-01,-2.952613532543182373e-01,-1.672142744064331055e+00,9.240639954805374146e-02,1.468165516853332520e+00,2.508398704230785370e-02,-2.119140386581420898e+00,-4.072349071502685547e-01,-1.820461869239807129e+00
1.292801201343536377e-01,1.365038752555847168e+00,1.448043227195739746e+00,9.015352129936218262e-01,5.483270287513732910e-01,1.823861956596374512e+00,-1.115984559059143066e+00,5.164171457290649414e-01,1.971336007118225098e-01,1.784555912017822266e+00,1.350987888872623444e-02,8.663516491651535034e-02,1.391454458236694336e+00,-1.153027176856994629e+00,-6.593045592308044434e-02,-1.344113826751708984e+00,-6.530137062072753906e-01,1.316039323806762695e+00,6.763957738876342773e-01,-1.451897621154785156e+00
-3.853200078010559082e-01,-5.221661925315856934e-01,9.430365562438964844e-01,2.201335579156875610e-01,-4.474126100540161133e-01,6.548924446105957031e-01,-1.469902753829956055e+00,1.310603499412536621e+00,-1.686197400093078613e+00,8.737378120422363281e-01,-8.876883983612060547e-01,6.338578462600708008e-01,9.937233990058302879e-04,-1.471199274063110352e+00,1.792198538780212402e+00,-5.406689047813415527e-01,1.453136354684829712e-01,5.007786750793457031e-01,1.715226024389266968e-01,9.565873146057128906e-01
-7.174995541572570801e-01,5.223402380943298340e-01,-1.862992346286773682e-01,5.169289708137512207e-01,-9.633897542953491211e-01,-7.195000052452087402e-01,3.037742078304290771e-01,-1.401155143976211548e-01,-9.220445156097412109e-01,-1.880159854888916016e+00,4.529142975807189941e-01,-1.589809179306030273e+00,1.174855947494506836e+00,5.203142166137695312e-01,7.620131373405456543e-01,-1.452772378921508789e+00,1.647155284881591797e-01,7.234447598457336426e-01,1.255421191453933716e-01,6.854937672615051270e-01
-5.548700094223022461e-01,-2.866367995738983154e-01,9.223664999008178711e-01,3.459720909595489502e-01,-8.059445619583129883e-01,7.110320329666137695e-01,-1.376799225807189941e+00,1.795797824859619141e+00,-1.074667096138000488e+00,6.810276508331298828e-01,-2.820489406585693359e-01,1.335223793983459473e+00,2.358136475086212158e-01,-8.544344902038574219e-01,1.150496840476989746e+00,-1.035547137260437012e+00,1.803131774067878723e-02,5.455068945884704590e-01,7.310731410980224609e-01,1.010787725448608398e+00
-1.170410394668579102e+00,5.898244976997375488e-01,-4.213885366916656494e-01,1.482442259788513184e+00,1.408353924751281738e+00,-1.799810886383056641e+00,-4.149217903614044189e-01,-5.185779333114624023e-01,8.360199928283691406e-01,5.474936962127685547e-01,-2.375439256429672241e-01,5.412861108779907227e-01,-2.642617225646972656e-01,1.791652202606201172e+00,-1.530975252389907837e-01,-4.775815084576606750e-02,-4.793249964714050293e-01,5.813819169998168945e-01,2.961728811264038086e+00,-1.390889585018157959e-01
-7.526772022247314453e-01,2.129087895154953003e-01,1.720095515251159668e+00,-7.766864299774169922e-01,1.064190268516540527e+00,2.380780279636383057e-01,-1.714055657386779785e+00,6.730319261550903320e-01,-6.189349889755249023e-01,1.677400432527065277e-02,-1.698829829692840576e-01,-1.110171914100646973e+00,-7.743712067604064941e-01,-6.841691136360168457e-01,-9.793627262115478516e-01,-6.287440061569213867e-01,8.847946524620056152e-01,3.237178623676300049e-01,-1.252300381660461426e+00,-1.965227909386157990e-02
