-3.865438401699066162e-01,-7.959580421447753906e-01,-2.558583736419677734e+00,-5.161467790603637695e-01,1.084960699081420898e+00
-2.156651020050048828e+00,2.935253858566284180e+00,1.938228458166122437e-01,7.063651680946350098e-01,1.560133814811706543e+00
2.409566640853881836e+00,8.864126205444335938e-01,-5.622424483299255371e-01,-1.188217639923095703e+00,1.858730986714363098e-02
7.966274619102478027e-01,9.634786844253540039e-01,8.749470710754394531e-01,4.345540404319763184e-01,6.950538158416748047e-01
3.855245411396026611e-01,-8.338429778814315796e-02,-1.958347320556640625e+00,-2.035358428955078125e+00,-8.242849111557006836e-01
3.855418264865875244e-01,-8.338968455791473389e-02,-1.958343863487243652e+00,-2.035342693328857422e+00,-8.242784142494201660e-01
2.998272180557250977e-01,-2.500650882720947266e+00,-1.329736590385437012e+00,4.847351908683776855e-01,2.778544664382934570e+00
3.855122625827789307e-01,-8.338595181703567505e-02,-1.958357810974121094e+00,-2.035347461700439453e+00,-8.242780566215515137e-01
1.263480067253112793e+00,1.469021081924438477e+00,2.053096294403076172e+00,1.747639179229736328e+00,8.149289488792419434e-01
1.948697447776794434e+00,8.849090337753295898e-01,7.639530897140502930e-01,-8.094005584716796875e-01,2.912401199340820312e+00
-4.468009769916534424e-01,-7.862974405288696289e-01,-1.661517500877380371e+00,-2.158771455287933350e-01,2.586663484573364258e+00
5.828076601028442383e-01,1.539269924163818359e+00,-5.717369318008422852e-01,-9.747728109359741211e-01,-1.901831030845642090e+00
-9.500979185104370117e-01,-8.937824368476867676e-01,-1.699189305305480957e+00,-2.382747530937194824e-01,-3.229631423950195312e+00
-1.132979750633239746e+00,9.745086431503295898e-01,8.555304408073425293e-01,7.994254827499389648e-01,-2.602592229843139648e+00
-2.672615051269531250e-01,-7.239968329668045044e-02,-1.833143115043640137e+00,1.812453150749206543e+00,-1.212768927216529846e-01
-8.174756169319152832e-01,2.861214637756347656e+00,-9.080554842948913574e-01,2.445296287536621094e+00,-2.870414555072784424e-01
2.017119646072387695e+00,-1.252856016159057617e+00,-6.151454448699951172e-01,9.133260250091552734e-01,-4.309424877166748047e+00
1.748988747596740723e+00,1.174826860427856445e+00,-3.554955422878265381e-01,1.192220807075500488e+00,-7.644007205963134766e-01
-3.451032042503356934e-01,1.014249563217163086e+00,3.253914833068847656e+00,-1.411490082740783691e+00,-1.003096222877502441e+00
8.075672984123229980e-01,-1.758983969688415527e+00,6.232077479362487793e-01,-1.617901325225830078e+00,8.455800265073776245e-02
8.075324892997741699e-01,-1.758984804153442383e+00,6.232086420059204102e-01,-1.617905616760253906e+00,8.454442769289016724e-02
-5.473812818527221680e-01,-1.422637224197387695e+00,2.877592086791992188e+00,9.656849503517150879e-01,-1.915231645107269287e-01
8.075296282768249512e-01,-1.758976101875305176e+00,6.232124567031860352e-01,-1.617894887924194336e+00,8.455563336610794067e-02
2.240582942962646484e+00,-1.054208993911743164e+00,1.029206752777099609e+00,-5.850281119346618652e-01,-2.015618383884429932e-01
2.219089508056640625e+00,-1.460505008697509766e+00,3.739899098873138428e-01,1.089210391044616699e+00,5.741754770278930664e-01
1.263480305671691895e+00,1.469021081924438477e+00,2.053096294403076172e+00,1.747638702392578125e+00,8.149293065071105957e-01
-2.056563854217529297e+00,-4.165650904178619385e-01,1.997148036956787109e+00,-7.681020498275756836e-01,6.663467884063720703e-01
-1.976355433464050293e+00,-5.609631538391113281e-01,1.026828646659851074e+00,1.723572134971618652e+00,-2.306365519762039185e-01
-1.865815281867980957e+00,5.729865431785583496e-01,-4.657405316829681396e-01,2.050611019134521484e+00,6.805950999259948730e-01
-1.865814208984375000e+00,5.729728341102600098e-01,-4.657400846481323242e-01,2.050608158111572266e+00,6.805918812751770020e-01
-2.270918846130371094e+00,1.490257978439331055e-01,-2.447895288467407227e+00,-2.698500633239746094e+00,6.829908490180969238e-01
-1.976355671882629395e+00,-5.609635114669799805e-01,1.026828527450561523e+00,1.723571658134460449e+00,-2.306366264820098877e-01
2.604665756225585938e-01,-2.924331426620483398e+00,-3.982425630092620850e-01,-8.561235070228576660e-01,-2.262840867042541504e-01
-1.561244368553161621e+00,2.770871639251708984e+00,1.498702049255371094e+00,-6.597627997398376465e-01,9.606137871742248535e-01
