x,y
-0.2716554,-4.930167
-1.7302519,-4.359912
-13.20339,2.5776923
-0.5703243,-0.50418514
4.4358444,2.8150437
-3.215882,-1.4851986
-1.2810751,-5.500564
-5.1090345,5.164368
5.098109,3.0716236
-2.9069664,2.7420764
-13.29289,3.6233444
-0.9690616,3.4375494
-0.3466123,-2.838017
-5.217523,1.4010799
-6.761322,-8.3960905
-5.993596,-9.613277
0.6231374,-4.7569795
-1.1618505,-3.5336053
-12.820782,0.649352
-0.30405867,-0.66129464
4.9570794,2.2968805
-13.813016,3.6754603
-5.3553915,-3.9008877
-0.02880583,4.1061835
-0.94017833,-4.7516766
-1.2280906,2.6306252
-7.5884166,-10.246307
-0.12408001,-7.175755
0.049452182,-1.3858032
-5.4315357,-8.0704
-6.4932275,-10.029055
-11.222139,1.4256381
2.4570003,3.0068073
-4.892771,-1.6718926
5.5806327,6.077785
-4.668337,2.074507
-5.4461794,3.8347952
-14.543354,2.717309
-11.188221,2.380414
-8.380751,-7.9869246
-12.6858015,0.35255402
-5.2484045,5.8445587
-5.843129,6.07338
-12.68679,5.555166
-3.9132502,1.3020368
-10.987219,4.280613
-11.408406,0.49663973
-11.852431,2.5286674
-0.9991872,-1.7703981
-7.701276,-9.494204
0.29695198,-0.2128175
-5.6285276,3.1676373
-6.624392,-8.623177
-4.176124,-4.221259
-11.752488,2.2708778
-12.6362095,3.777618
1.6717442,-4.072963
1.3837805,-1.197151
-6.8538637,-9.022586
-6.131355,-6.8580823
0.14445099,-6.195766
5.892098,2.803492
-11.409634,2.9472752
6.1639085,3.1301858
-7.4577255,-8.236134
-5.1377354,-8.968771
1.7317047,-3.3310704
-5.0137014,4.490264
-10.53053,4.4141126
-6.998672,5.1964383
-13.683216,3.0627747
1.9514327,-6.360194
-12.810573,2.8561156
-11.648392,3.0280406
-13.843979,0.5826888
-1.9688431,-5.4165907
-9.421412,0.7288251
-5.2835045,2.5142772
-12.870666,3.4854865
-5.4437213,0.55222785
-2.4048097,-4.786627
-4.811826,3.3614364
-7.9202356,-7.602182
3.0777874,-7.9326906
-6.5713243,0.23878592
-0.5610675,-7.6240244
1.7354674,-2.7987013
4.3165936,-8.673699
-6.873511,-9.412882
-9.603032,2.2678277
-6.6198425,-10.579519
-4.9313736,-4.717966
-8.1350355,-8.768732
3.6063037,-8.232574
-10.552923,0.9276505
3.5297337,-8.555625
1.8729048,-1.7932974
-13.59392,0.65912026
4.861885,3.986319
-0.45162183,-5.5331388
12.497225,2.348402
6.7133727,-4.6849813
13.562084,1.1812372
10.416508,-6.0416417
6.7948394,-4.8093576
11.917053,1.1703908
-3.6678994,2.2426186
14.569614,1.9654925
13.528175,0.3927429
3.764638,-4.158446
10.776447,-3.0481
7.8425946,-1.819028
9.940136,-6.079706
11.092914,0.8967447
11.4522705,2.1509905
-1.4764168,-0.707592
-4.163466,4.578195
10.37875,-3.3998697
4.355379,-6.971228
13.705977,1.6661564
10.739062,-4.4435534
4.758743,-5.3507204
9.880544,-3.3739939
12.180614,-2.6119168
1.1045089,-5.364826
9.968646,-4.4133215
14.262491,3.6303158
6.0035515,-6.565366
7.985535,-5.0190887
3.5520966,-2.9873607
11.003856,-4.660173
12.710898,1.1070591
13.030986,-2.3836186
12.248079,0.62811327
10.738747,-2.903884
-2.5159595,-0.6000147
13.444109,-3.0605145
6.1399155,-4.772658
-2.295221,1.592983
6.072436,7.0856667
12.143764,-3.477938
-4.560335,5.4566636
14.506169,0.9805151
8.878871,-3.2773755
-1.297534,1.071868
11.078008,-5.78803
-2.7395084,4.9669647
11.366005,2.0472386
-2.8335278,0.44535574
-1.5910157,4.3293
2.938177,-4.216205
-3.5152946,-0.847751
3.5786343,0.16745962
5.665909,6.632688
2.2750444,-5.1714725
13.018788,2.5417972
1.7161361,2.4749575
4.7052665,-7.91839
10.559051,-0.8843233
6.881912,6.5402794
-6.6271763,5.7040915
-3.9431663,5.0665035
8.211808,-1.8863472
2.6478984,4.183118
3.502002,-7.289498
10.233059,-0.24710493
-1.070248,1.1283282
3.882109,-4.9140177
3.0391457,3.6790578
-2.0215368,-3.711087
12.272009,2.915229
6.7550397,3.6554637
6.8393087,7.2919602
4.961567,6.636214
4.2766953,6.1364617
5.450007,-4.2956614
4.592695,1.0239625
-3.062287,5.8207154
-4.668848,-0.6790895
10.531214,1.5446625
4.861682,3.3724692
-2.5149477,-2.6041143
0.8537978,4.3548603
0.15264177,3.907875
0.7561706,2.4344695
2.089033,1.5282705
-2.5932286,-1.4150748
6.472929,-7.683657
2.1352818,4.7700014
-12.891226,4.667427
4.638398,5.587742
5.4799657,-7.328238
0.15329301,4.8993764
2.5141814,5.42066
1.0571721,1.2278152
3.207021,1.7246147
12.792365,1.8657289
1.3860209,4.6593485
-0.47326148,2.0510035
-3.898969,-1.6356133
