-7.879618406295776367e-01,-1.503392606973648071e-01,9.193418622016906738e-01,-2.697558403015136719e-01,-1.193329572677612305e+00,2.053383827209472656e+00,1.140774339437484741e-01,-1.611375361680984497e-01,-1.866135239601135254e+00,-5.868608355522155762e-01
5.661487579345703125e-01,-1.632253766059875488e+00,-7.045543193817138672e-01,9.925969839096069336e-01,-1.986019492149353027e+00,9.146192073822021484e-01,-2.465989440679550171e-01,5.972911119461059570e-01,-2.001974105834960938e+00,1.229362189769744873e-01
2.403922319412231445e+00,1.244640827178955078e+00,-7.995542883872985840e-01,-7.785912156105041504e-01,2.702178478240966797e+00,1.335043072700500488e+00,1.114366054534912109e+00,-9.484257549047470093e-02,9.942335486412048340e-01,-1.066822409629821777e+00
4.214353561401367188e-01,-1.111045360565185547e+00,1.050037980079650879e+00,1.522505730390548706e-01,5.737549662590026855e-01,-1.598332762718200684e+00,-2.176524400711059570e+00,-1.692396849393844604e-01,1.876968979835510254e+00,2.175791501998901367e+00
-1.194322556257247925e-01,-2.074017524719238281e+00,3.620233535766601562e-01,1.297150254249572754e+00,2.096232213079929352e-02,2.988005243241786957e-02,-4.038188159465789795e-01,-1.705109715461730957e+00,3.540256619453430176e-01,-6.970907449722290039e-01
-8.615640401840209961e-01,-6.979413628578186035e-01,-3.183976709842681885e-01,9.613417387008666992e-01,-1.970433890819549561e-01,7.834935784339904785e-01,4.490154981613159180e-01,9.973493814468383789e-01,-4.471130967140197754e-01,-8.887647390365600586e-01
6.681679487228393555e-01,-1.484366774559020996e+00,1.771264791488647461e+00,7.881158590316772461e-01,-1.638782739639282227e+00,-1.414987921714782715e+00,-1.107088923454284668e+00,1.640376262366771698e-02,1.244665622711181641e+00,1.025161743164062500e+00
1.450330734252929688e+00,-7.401072382926940918e-01,-6.167796254158020020e-01,-7.470661997795104980e-01,4.068585932254791260e-01,-4.129132628440856934e-01,-1.077853083610534668e+00,-2.684055566787719727e+00,1.303032517433166504e+00,1.151192545890808105e+00
-9.510726332664489746e-01,5.242837667465209961e-01,-1.151024222373962402e+00,1.094619393348693848e+00,7.325084805488586426e-01,-3.584650158882141113e-01,-4.268756508827209473e-01,-6.581918001174926758e-01,-1.868723273277282715e+00,5.531855300068855286e-02
1.550521969795227051e+00,1.339308381080627441e+00,6.701989173889160156e-01,-9.515339136123657227e-01,-1.830769419670104980e+00,-2.020111322402954102e+00,2.347474098205566406e-01,1.872167110443115234e+00,-2.592234611511230469e+00,2.862837553024291992e+00
1.118444442749023438e+00,-2.224601358175277710e-01,-1.206162691116333008e+00,-1.256307601928710938e+00,2.241012573242187500e+00,8.312203288078308105e-01,3.128407895565032959e-02,4.664284288883209229e-01,-6.088595986366271973e-01,-1.268991827964782715e+00
-1.028565049171447754e+00,-1.168614923954010010e-01,1.936631798744201660e+00,-2.929158926010131836e+00,-5.405574664473533630e-02,1.614304661750793457e+00,1.844603776931762695e+00,4.577394962310791016e+00,-2.455649852752685547e+00,1.750937581062316895e+00
6.764314174652099609e-01,-2.240951776504516602e+00,4.236692190170288086e-01,3.814101815223693848e-01,-1.700192809104919434e+00,1.253915905952453613e+00,1.928319811820983887e+00,1.400161147117614746e+00,2.204012423753738403e-01,1.462251413613557816e-02
1.654810547828674316e+00,2.244946241378784180e+00,-1.344830751419067383e+00,1.572977423667907715e+00,-4.584457874298095703e-01,2.071730233728885651e-02,9.214133620262145996e-01,-1.954078674316406250e+00,3.656947135925292969e+00,3.125959038734436035e-01
-2.615335583686828613e-01,1.415004730224609375e+00,2.734373807907104492e+00,-9.862867593765258789e-01,-4.219692051410675049e-01,1.244607090950012207e+00,8.782729506492614746e-01,1.116371154785156250e+00,-5.558582544326782227e-01,-2.243906497955322266e+00
-2.624923288822174072e-01,1.104265689849853516e+00,1.808804512023925781e+00,-1.293342351913452148e+00,-9.983218908309936523e-01,1.668391227722167969e+00,1.819181740283966064e-01,1.484405040740966797e+00,-1.261114835739135742e+00,-1.944872140884399414e+00
-1.474343299865722656e+00,-1.715600490570068359e+00,2.136276960372924805e+00,9.537907838821411133e-01,3.136471748352050781e+00,4.686439037322998047e-01,-3.815693140029907227e+00,1.275201201438903809e+00,-2.177984714508056641e+00,-1.458306550979614258e+00
-2.596217989921569824e-01,-4.466575384140014648e-01,-6.105430126190185547e-01,1.183429837226867676e+00,1.045701265335083008e+00,1.154642105102539062e+00,1.949967741966247559e+00,2.318767547607421875e+00,1.346507191658020020e+00,1.923451721668243408e-01
9.119437336921691895e-01,-2.360507287085056305e-02,-3.346918523311614990e-01,-1.113395929336547852e+00,3.056159257888793945e+00,5.870624780654907227e-01,9.580961465835571289e-01,-3.706436455249786377e-01,3.849400579929351807e-01,-1.035150885581970215e+00
-6.772564649581909180e-01,5.528826713562011719e-01,-9.085552692413330078e-01,-4.928468763828277588e-01,-9.417112916707992554e-02,-1.423881888389587402e+00,-1.470667243003845215e+00,-1.903984904289245605e+00,2.468742370605468750e+00,-4.089038074016571045e-01
-6.757386922836303711e-01,1.794580668210983276e-01,-5.880925059318542480e-01,7.402969598770141602e-01,6.797510385513305664e-01,2.671294510364532471e-01,-7.775800228118896484e-01,-1.822180747985839844e-01,-9.347693324089050293e-01,5.229178667068481445e-01
2.599056959152221680e+00,1.344965457916259766e+00,-4.327752590179443359e-01,-1.547357559204101562e+00,2.767688512802124023e+00,-5.321277976036071777e-01,7.233075499534606934e-01,-4.770393073558807373e-01,-5.052362680435180664e-01,-4.864799678325653076e-01
-6.191001534461975098e-01,-8.288509845733642578e-01,9.804446101188659668e-01,1.214392304420471191e+00,6.499013304710388184e-01,2.603030920028686523e+00,3.298240005970001221e-01,1.328871488571166992e+00,1.113043665885925293e+00,-6.759692430496215820e-01
-5.981329679489135742e-01,2.053224146366119385e-01,-1.089126110076904297e+00,-6.709808111190795898e-01,8.059096932411193848e-01,7.749949693679809570e-01,1.718679547309875488e+00,-1.373932123184204102e+00,6.157887578010559082e-01,2.418717145919799805e+00
-3.678690195083618164e+00,-6.060612201690673828e-01,5.269124507904052734e-01,3.161016106605529785e-01,6.541816145181655884e-02,2.194304704666137695e+00,-1.440891146659851074e+00,1.163477778434753418e+00,2.620834589004516602e+00,5.506288409233093262e-01
-1.581325292587280273e+00,-1.101168751716613770e+00,1.150379419326782227e+00,-2.023184299468994141e+00,2.320582121610641479e-01,2.437209606170654297e+00,8.988735079765319824e-01,6.368586421012878418e-01,-2.164257615804672241e-01,-2.217712700366973877e-01
-2.160752534866333008e+00,5.378254055976867676e-01,-9.733537584543228149e-02,-3.244145540520548820e-03,1.334373235702514648e+00,-1.435566902160644531e+00,-2.923747599124908447e-01,4.132916450500488281e+00,-7.381646633148193359e-01,-3.865082979202270508e+00
-2.148678302764892578e+00,2.550825357437133789e+00,2.667977809906005859e+00,2.830094337463378906e+00,-1.098498702049255371e+00,-5.213509127497673035e-02,1.019053980708122253e-01,5.194076299667358398e-01,-1.132710337638854980e+00,2.647413909435272217e-01
-2.548943161964416504e-01,-1.961875706911087036e-01,1.091696023941040039e+00,8.185144513845443726e-02,6.152297258377075195e-01,-3.217336654663085938e+00,-1.885233879089355469e+00,2.525788247585296631e-01,1.820414304733276367e+00,8.125044703483581543e-01
-3.836428523063659668e-01,-1.577231645584106445e+00,1.212767243385314941e+00,1.917080760002136230e+00,-1.825749278068542480e-01,-1.745742559432983398e+00,5.525435507297515869e-02,3.455404758453369141e+00,-1.940853238105773926e+00,-9.471413493156433105e-01
5.899793505668640137e-01,2.166803181171417236e-01,1.982575297355651855e+00,8.571340441703796387e-01,2.070388793945312500e-01,-8.478956222534179688e-01,-4.058119058609008789e-01,4.148967266082763672e+00,1.485093116760253906e+00,-2.495600700378417969e+00
-5.727398991584777832e-01,7.446923255920410156e-01,7.955545186996459961e-01,9.378308802843093872e-02,3.375528812408447266e+00,-2.817876815795898438e+00,4.575217366218566895e-01,-1.901000618934631348e+00,-2.092743664979934692e-01,-4.896466434001922607e-01
-3.798078298568725586e-01,-2.143378734588623047e+00,4.485044181346893311e-01,2.476477146148681641e+00,1.241501420736312866e-01,-4.915991425514221191e-01,-1.892579048871994019e-01,-1.212706923484802246e+00,5.994835495948791504e-02,-8.314225673675537109e-01
-2.626104116439819336e+00,5.437644124031066895e-01,-3.948758542537689209e-01,-1.844725489616394043e+00,2.259600639343261719e+00,-5.590615272521972656e-01,2.153944015502929688e+00,-1.655222415924072266e+00,-2.267125129699707031e+00,1.174327135086059570e+00
-3.096704006195068359e+00,-5.143774151802062988e-01,1.473426699638366699e+00,1.783759474754333496e+00,1.361907839775085449e+00,1.731724739074707031e+00,1.352581858634948730e+00,-2.363061159849166870e-01,2.323662042617797852e+00,4.904089272022247314e-01
3.294337034225463867e+00,-2.906902551651000977e+00,3.897281408309936523e+00,3.575289845466613770e-01,-1.151397824287414551e+00,3.581460118293762207e-01,-2.333159923553466797e+00,-6.869127154350280762e-01,5.243211239576339722e-02,3.834634125232696533e-01
1.912728667259216309e+00,1.379457831382751465e+00,9.686545282602310181e-02,-2.995380759239196777e-01,4.191637635231018066e-01,-2.748321056365966797e+00,-2.467680692672729492e+00,-2.818898558616638184e-01,-1.875039100646972656e+00,3.142209053039550781e-01
7.542276382446289062e-01,-2.965692043304443359e+00,-9.256330728530883789e-01,-2.349777698516845703e+00,1.859011292457580566e+00,2.699614167213439941e-01,-1.638534069061279297e+00,7.225201129913330078e-01,-2.287790536880493164e+00,-6.421124339103698730e-01
1.355518937110900879e+00,2.223697662353515625e+00,1.032766252756118774e-01,-1.852722644805908203e+00,1.849459886550903320e+00,-1.732241809368133545e-01,-1.674972534179687500e+00,-2.008742809295654297e+00,2.978449463844299316e-01,-1.354264914989471436e-01
-1.861289441585540771e-01,-1.089974761009216309e+00,1.430021643638610840e+00,-3.296369910240173340e-01,-8.819519728422164917e-02,1.637804955244064331e-01,1.882580757141113281e+00,4.866399288177490234e+00,-9.164084196090698242e-01,3.760106861591339111e-01
