6.411280035972595215e-01,4.088640809059143066e-01,-3.655080497264862061e-01,-1.505775213241577148e+00,-1.136508584022521973e+00,4.019999206066131592e-01,-2.586699724197387695e-01,-8.006615638732910156e-01,9.927754104137420654e-02,1.044882982969284058e-01,4.038210809230804443e-01,5.694040656089782715e-01,-3.814120963215827942e-02,5.878572463989257812e-01,-9.390386939048767090e-01,2.447992265224456787e-01,-8.311003446578979492e-03,8.239284157752990723e-01,2.694257497787475586e-01,4.029375612735748291e-01,9.652957916259765625e-01,-5.278680324554443359e-01,3.544284105300903320e-01,5.329849720001220703e-01,5.889395624399185181e-02,4.134385287761688232e-01,8.740299940109252930e-01,1.134395122528076172e+00,-1.232501029968261719e+00,1.000537276268005371e+00,-3.507944941520690918e-01,2.821744084358215332e-01,9.562098979949951172e-01,1.240982174873352051e+00,-3.546069860458374023e-01
-8.059298992156982422e-01,1.573794055730104446e-03,6.062943935394287109e-01,-1.277029067277908325e-01,-4.976923465728759766e-01,6.058706343173980713e-02,1.205180510878562927e-01,-5.861589312553405762e-01,-6.538376212120056152e-01,4.659875333309173584e-01,-2.784520685672760010e-01,-2.549864910542964935e-02,3.197292685508728027e-01,7.402515411376953125e-01,-6.776957511901855469e-01,1.867934912443161011e-01,-7.459658980369567871e-01,1.108646869659423828e+00,1.504744529724121094e+00,5.885615572333335876e-02,9.253836274147033691e-01,3.233737051486968994e-01,4.865586459636688232e-01,3.674641624093055725e-02,-4.486634731292724609e-01,-1.093446910381317139e-01,1.025557994842529297e+00,1.248892024159431458e-01,1.458564400672912598e-01,3.566735088825225830e-01,-3.437055349349975586e-01,5.536457300186157227e-01,-1.155848860740661621e+00,-2.008589655160903931e-01,8.867704272270202637e-01
-1.855957359075546265e-01,1.155548542737960815e-02,4.427934288978576660e-01,1.036850929260253906e+00,-3.753150105476379395e-01,1.058320403099060059e+00,-1.070612788200378418e+00,1.278225660324096680e+00,1.869276314973831177e-01,4.365816712379455566e-02,1.493521034717559814e-01,-7.348273396492004395e-01,-1.034477114677429199e+00,-4.795601069927215576e-01,7.261825799942016602e-01,-6.660383939743041992e-01,6.622021198272705078e-01,4.673896729946136475e-01,-6.901680827140808105e-01,3.852349221706390381e-01,-1.086925387382507324e+00,-7.574200630187988281e-01,-5.198101997375488281e-01,-1.027466356754302979e-01,-5.754953622817993164e-01,6.378492116928100586e-01,-4.383939504623413086e-01,6.018870472908020020e-01,1.401299238204956055e-02,-2.768752276897430420e-01,-7.976341247558593750e-01,-6.124687790870666504e-01,4.517374932765960693e-01,6.175403594970703125e-01,-7.725102901458740234e-01
-4.056388735771179199e-01,-2.109974622726440430e-01,4.687629044055938721e-01,2.656581699848175049e-01,-1.223758161067962646e-01,-5.658494830131530762e-01,7.113206982612609863e-01,1.543130636215209961e+00,-1.247967720031738281e+00,-3.371830284595489502e-01,2.971135973930358887e-01,-1.638976633548736572e-01,-1.513345837593078613e-01,2.495269775390625000e-01,-2.001683115959167480e-01,1.846221089363098145e-01,4.379396438598632812e-01,-1.000195927917957306e-02,-6.501394510269165039e-01,-8.491256833076477051e-01,4.122453927993774414e-01,8.109580278396606445e-01,-3.940878808498382568e-01,3.011370897293090820e-01,4.275008738040924072e-01,5.122419595718383789e-01,-9.156159162521362305e-01,-1.790713816881179810e-01,-4.243342578411102295e-01,-1.206248641014099121e+00,-3.396269083023071289e-01,1.182841181755065918e+00,-5.343175530433654785e-01,4.028120040893554688e-01,2.148601114749908447e-01
-6.128503009676933289e-02,-1.149358510971069336e+00,3.456575870513916016e-01,6.984077394008636475e-02,-7.668215781450271606e-02,8.275347203016281128e-02,-4.676262438297271729e-01,3.140510525554418564e-03,-1.287279129028320312e-01,-9.700481593608856201e-02,-2.222451269626617432e-01,2.009931951761245728e-01,1.602840870618820190e-01,3.818546980619430542e-02,-1.257426850497722626e-02,-6.279307603836059570e-01,-1.345827460289001465e+00,8.187105059623718262e-01,9.410249441862106323e-02,4.192361831665039062e-01,-6.984227895736694336e-01,4.149503409862518311e-01,3.479015827178955078e-01,1.172854602336883545e-01,4.098676741123199463e-01,1.616353690624237061e-01,-1.489261031150817871e+00,-4.157785773277282715e-01,-3.900921940803527832e-01,7.070727348327636719e-01,-5.530097484588623047e-01,9.819777607917785645e-01,3.242470324039459229e-02,-9.115009754896163940e-02,3.918841183185577393e-01
-5.163101553916931152e-01,8.994497656822204590e-01,4.967157244682312012e-01,-1.384031414985656738e+00,-6.311938762664794922e-01,1.333724558353424072e-01,-5.520604848861694336e-01,2.574630975723266602e-01,6.518704295158386230e-01,2.336768507957458496e-01,-1.460797786712646484e-01,3.147055208683013916e-01,4.521301090717315674e-01,-4.031606614589691162e-01,-4.197563230991363525e-01,-8.436638116836547852e-01,-9.497662633657455444e-02,-4.603744298219680786e-02,2.395076006650924683e-01,5.415323376655578613e-01,6.182600259780883789e-01,-1.249166011810302734e+00,4.325057268142700195e-01,-3.841556236147880554e-02,9.514479637145996094e-01,8.137662410736083984e-01,2.462867051362991333e-01,-4.529471695423126221e-02,8.913652971386909485e-03,2.716543972492218018e-01,-3.994371369481086731e-02,4.023055136203765869e-01,-9.470013529062271118e-02,-2.932822704315185547e-01,2.715817689895629883e-01
-9.654662013053894043e-02,-2.432240694761276245e-01,1.219928860664367676e+00,1.277915835380554199e-01,-5.024564266204833984e-01,-7.053855061531066895e-01,6.072868108749389648e-01,-5.066315531730651855e-01,-1.297652959823608398e+00,-9.274876862764358521e-02,-4.826787710189819336e-01,-1.393549591302871704e-01,-9.114226698875427246e-01,2.851368486881256104e-01,-8.565134406089782715e-01,-2.456490248441696167e-01,-4.518785774707794189e-01,-1.025231331586837769e-01,9.956685304641723633e-01,9.729525446891784668e-02,-3.598727881908416748e-01,5.500855445861816406e-01,-3.946201801300048828e-01,-7.744187116622924805e-01,-6.920161098241806030e-02,7.641470432281494141e-02,5.857688933610916138e-02,3.638172149658203125e-01,-9.792764186859130859e-01,-5.372100472450256348e-01,5.696791410446166992e-01,9.820802807807922363e-01,-6.705310344696044922e-01,-1.234474405646324158e-01,3.631496727466583252e-01
2.464607805013656616e-01,1.203605756163597107e-01,-3.924426138401031494e-01,4.655053913593292236e-01,-1.607999056577682495e-01,1.865042001008987427e-01,4.150833487510681152e-01,-9.900550544261932373e-02,-2.707415223121643066e-01,-2.098331004381179810e-01,5.119543075561523438e-01,-9.820369482040405273e-01,-6.818338632583618164e-01,1.208909749984741211e+00,-3.621871769428253174e-01,-3.278169035911560059e-01,3.925443589687347412e-01,-4.279956817626953125e-01,1.008278951048851013e-01,-4.812862575054168701e-01,-8.465210795402526855e-01,3.708073496818542480e-01,-3.888984918594360352e-01,6.025413796305656433e-02,3.183943927288055420e-01,1.250119686126708984e+00,-4.923743903636932373e-01,2.236537337303161621e-01,6.116378903388977051e-01,-1.094644665718078613e+00,1.914391070604324341e-01,5.272997021675109863e-01,6.017129421234130859e-01,4.021645188331604004e-01,9.015644341707229614e-02
-8.167864680290222168e-01,-2.801601290702819824e-01,-8.339926004409790039e-01,1.217965707182884216e-01,-2.622561454772949219e-01,-6.876642107963562012e-01,-2.369917184114456177e-01,-1.040364056825637817e-02,2.740930020809173584e-01,1.700119376182556152e-01,1.014425829052925110e-01,4.499294161796569824e-01,1.552405487746000290e-02,3.624758422374725342e-01,4.362884759902954102e-01,-5.171249508857727051e-01,1.362257003784179688e-01,1.557232022285461426e+00,7.065389305353164673e-02,-4.914386272430419922e-01,9.714096188545227051e-01,-8.219367265701293945e-02,6.562942862510681152e-01,5.829103589057922363e-01,3.735014200210571289e-01,6.960157752037048340e-01,-3.470764756202697754e-01,1.372861908748745918e-03,-5.955540537834167480e-01,-4.072235822677612305e-01,-1.782646328210830688e-01,-4.566639065742492676e-01,-4.058822244405746460e-02,-3.976186215877532959e-01,-2.965378761291503906e-01
6.104124188423156738e-01,4.730926156044006348e-01,-2.516480982303619385e-01,-3.997652530670166016e-01,-3.086665272712707520e-01,-2.784299850463867188e-01,3.109408617019653320e-01,-3.391290903091430664e-01,1.285306453704833984e+00,-4.646932482719421387e-01,-1.870540231466293335e-01,-6.815498471260070801e-01,1.089461445808410645e+00,-4.941795468330383301e-01,2.858654223382472992e-02,6.397413611412048340e-01,1.658381372690200806e-01,-5.606549978256225586e-01,-6.105309724807739258e-01,-5.662035346031188965e-01,-1.048302173614501953e+00,4.062156379222869873e-01,3.367579728364944458e-02,-7.236984372138977051e-02,-2.844870686531066895e-01,-1.871596276760101318e-01,1.012714147567749023e+00,-1.106078624725341797e+00,-5.960109829902648926e-01,-7.260948419570922852e-01,-7.453352808952331543e-01,-1.523212492465972900e-01,-3.146888613700866699e-01,-1.666647076606750488e+00,1.030291438102722168e+00
