x,y
-2.7874982,9.728128
-7.3953004,-2.1357858
0.22619551,-14.415296
0.4329008,-6.765982
-5.185163,-1.9832641
-1.4028586,5.239568
-7.3783712,-3.3063703
-1.9115726,-8.750679
-2.3645034,-2.6584566
3.9589803,-0.18429364
1.9697597,-14.298622
-1.1080871,11.525882
-1.564454,3.7803514
4.6192265,-3.5677903
-4.2118177,11.238471
-3.3991616,11.942348
2.403312,9.44197
3.4390962,3.6686277
1.2098811,-14.295915
-1.3611007,-7.479033
-2.3600848,-2.164728
0.43525025,-15.107446
2.2854805,6.3421764
1.396553,-1.145234
4.0360975,7.4589763
-3.5379932,9.062188
7.2418113,6.656594
4.488589,1.0512033
0.8353772,-6.7208457
6.0006123,5.1049414
6.8277707,5.7937536
4.500156,-10.388837
-5.193214,-2.0695157
-4.002431,0.886523
3.414963,7.1463227
-6.1395173,-4.9153657
2.5547857,-8.658906
3.8271835,-13.995685
-0.40586782,-12.54022
5.151457,4.4930415
2.0985608,-14.009588
-2.752145,-8.5653925
-1.3621327,-8.730232
-1.1435474,-11.331037
-5.0999503,-5.9174266
3.1697245,-8.197606
2.2505739,-12.317631
0.111720435,-16.007504
-6.318277,-9.107366
0.40607372,9.873686
-1.3027818,1.7733209
1.3099937,-9.560929
-3.2505703,11.429253
-1.5309172,3.6608489
0.9468185,-16.039942
-0.11041275,-15.1138315
-1.2474054,5.751218
-1.000955,-0.099597126
-4.6442204,13.974879
3.1241248,-16.128336
4.9803267,3.4823697
-1.4569969,8.715744
-0.5065232,-12.44151
-0.056599647,-9.869973
-4.2141237,11.240453
-4.3519993,11.7064705
-8.031356,0.6773588
-5.1904597,-6.2129016
4.2555165,-7.698451
3.7096465,-4.9433217
1.0318105,-11.676196
1.4370457,3.3900194
0.7765456,-11.764061
2.3106742,-14.646795
1.1463951,-12.973655
-9.073376,-1.8753918
1.4733783,-6.853906
-3.7356627,4.063481
0.2805335,-14.477746
1.5467545,-2.7192414
3.127045,8.483314
2.2646396,-5.8550673
-1.4226629,13.840101
-1.8987786,5.079716
-1.0191499,2.296337
-6.2008376,11.680163
-0.28352097,-5.6289864
-1.5639867,-1.8033557
-4.6449375,11.338185
3.7669766,-14.122373
-3.2502205,11.429979
0.5807086,6.226582
-1.442519,13.796902
4.0394926,3.7838316
1.5915227,-14.249139
4.412256,3.3263993
-1.6001047,7.340669
0.20114043,-13.006594
-0.22691414,-2.0763109
3.969707,7.7558546
-0.3417806,-7.2059793
-3.2837687,12.030495
-3.4465501,-3.4845123
-2.9274206,-0.8520862
-4.494662,11.67398
-5.306795,4.0516744
-2.646519,3.0292926
-1.6241665,-9.203907
-2.7487543,-9.992758
-0.15626572,-2.7482011
1.450483,-3.0192306
-3.358938,-6.3162704
-3.971636,12.660212
-5.851644,1.0752877
-1.7939252,-6.6805277
2.36087,8.872909
5.407143,2.391586
-6.6611557,11.1322365
-3.9716086,12.660028
3.1836643,-5.8329616
-2.3171933,-7.2647142
-4.934082,-0.19011563
-4.881715,-1.9908653
-2.829363,-10.135477
-3.774736,2.1054091
-6.409653,-0.6807254
-1.3027946,-9.788478
-4.9340687,-0.1899932
-3.4782045,-1.0078533
1.4013196,-1.3587162
-0.23473617,-4.5570455
-0.5145806,-8.699337
0.27684975,-9.354008
-7.124837,-6.508633
1.8046924,-15.65773
0.9498306,3.9855177
2.9367886,-16.147842
-4.8725915,12.237774
6.683056,-4.6435213
-2.8592608,-3.0370176
0.4791668,-9.166499
0.739268,-4.18384
-0.6509052,-8.335162
-5.1218762,2.42916
1.7899874,4.2893486
-3.0340276,-0.64808357
6.6382284,-4.6225734
5.244159,-10.067866
1.0084614,4.4398146
1.4515971,-0.21054894
-1.4164747,0.70621735
-0.89924306,-0.18629502
-1.6610179,0.6524214
-3.1836874,-0.22683275
-9.2259865,-2.2987263
2.4133265,-5.316686
-0.40560028,0.110988185
3.347182,4.9848995
-2.6141813,-4.5894003
1.0385537,-8.436265
-8.789004,-4.6009607
-5.19693,-3.9747427
7.2095013,0.95248395
-2.2705185,1.347958
2.953576,6.758891
2.0153635,2.4392185
4.2754984,-2.755604
-2.320282,-0.7761448
2.950231,-4.4772134
-3.8017545,9.926
-6.3495436,-9.1434965
-4.273097,8.047623
-4.260901,-8.212406
-2.8992882,0.85600114
2.4122891,0.7736471
2.8282166,3.123524
-2.3002746,1.1704183
3.7150884,-1.4360352
0.9297241,2.98054
-1.8077177,-5.9135084
2.4007046,-0.24306154
-3.882191,6.007779
3.241451,2.5711823
5.0670037,-1.3506854
-4.1402006,9.389649
-1.2755673,-5.23685
-2.1444051,-3.0841043
-3.0848138,11.884455
3.4133568,2.1409862
-3.451013,13.5797615
-7.5886726,-3.2735548
0.42393404,1.4223455
-2.4501224,4.5568395
3.6088128,-1.253529
3.2239773,-0.3117481
0.83797073,1.4033608
5.1959405,-1.9259171
2.0154297,2.439292
1.393936,1.0409174
-0.0042618685,-0.53743154
