x,y
8.974217,-1.7079076
-2.2210314,0.038480908
-5.069088,12.911429
-9.273779,4.516706
4.0960236,3.6211238
3.3413126,-5.9692063
-3.9262776,0.85884875
-6.688214,6.7836795
-0.10177439,5.151048
-5.436929,-5.1535816
-2.9579885,12.90451
0.903729,-10.7855625
-1.3129222,-2.7750974
-7.768677,0.3501882
11.55081,-4.6733294
10.345472,-4.9207015
5.221824,-4.5897484
-1.1848052,-7.6333594
-4.056073,12.3373575
-6.7711163,4.6716647
0.26988903,4.8230386
-4.4031434,13.393358
2.9711032,-8.1335535
-3.4450996,-3.16059
4.2235613,-10.42914
8.411896,-2.715501
10.159336,-8.522698
8.685973,3.725304
-9.110314,4.2815557
7.456669,-7.3246293
8.689733,-8.175543
-2.5865443,3.481804
4.2064447,3.61809
1.6888553,0.2385837
3.3808017,-9.96133
-5.299475,0.19095092
-9.105594,7.581554
-1.0437804,14.052075
-6.0183873,10.712045
0.66751075,-9.591488
-3.0366576,13.032258
-7.492508,6.9059553
-6.2987223,6.7549376
-7.6828046,5.358107
-10.652173,7.2276692
0.8000097,6.171222
-3.2303288,10.010555
-3.473487,14.219906
7.986425,5.3786225
6.1240788,-6.419689
2.8847218,-0.8987048
-3.4932928,7.4017925
10.535931,-4.9344683
-1.3218379,-2.8123012
-2.5143027,11.230786
-4.9617476,13.780204
3.8681543,-6.0385714
-0.14810936,-0.9957166
13.189373,-5.3924246
-0.55582035,11.67308
0.7912125,-6.133948
9.403589,2.5767202
-6.0903316,10.615158
-5.735654,5.258864
11.930897,-4.1711907
11.503246,-4.777978
-1.0798522,6.3840346
-11.107742,7.28786
0.05757513,7.218351
3.6421576,1.6433421
-4.5854874,9.855787
-3.1948378,-6.901243
-4.9402447,10.114706
-2.4315999,13.07581
-4.4908586,11.105892
3.3763545,6.667025
-9.033648,3.7717903
-3.2080643,-5.471319
-4.8674836,12.952805
-5.1032796,-1.232124
4.640881,-9.5349655
-7.705341,1.6698484
11.347492,-7.6745663
2.6933358,-6.305742
3.1639526,-0.5731213
12.511516,-2.3853667
-3.9177952,4.9151006
3.0453708,5.550555
11.586906,-3.9475234
-1.047822,14.009263
10.442611,-4.2433286
8.375992,4.269691
11.256548,-7.6834617
0.09534617,-7.1995134
-3.4412358,12.568047
0.23225363,-6.9800262
8.28071,-5.406698
-5.598681,11.370908
-1.2764701,-9.829178
4.201382,-10.274319
-8.859008,5.7584085
10.26584,-4.194472
-0.7010554,3.4269104
0.7746055,2.4274302
11.378476,-4.0671897
-2.0338495,-1.7975
-2.145441,-0.5376569
-6.214652,7.2874427
-7.047309,8.482635
1.9895303,2.1590703
-0.1423784,-3.8315122
-10.8245735,5.1992545
10.485076,-3.1606748
6.5632777,0.5414914
-6.2869267,3.8625407
4.530745,-7.9963775
-0.25549358,-8.27457
9.649182,-0.4332621
10.485072,-3.1606717
-8.10524,2.3357499
-6.8547707,4.139552
1.3888644,3.7699955
4.9595613,3.5301874
-7.1387324,8.596458
-0.41148445,-0.28857815
2.4950967,4.114312
-4.969578,7.440868
1.3888683,3.7699964
0.18314351,1.9730935
-4.063777,-2.9135652
-4.5161233,2.9512193
-5.6547103,6.4178014
-4.736343,6.64677
4.4502864,1.1324493
-2.1428473,11.771808
-3.7041025,-7.769033
-0.8547996,11.649294
11.525233,-3.0646517
-9.682952,-4.92672
-0.43869972,3.9310963
-4.271322,6.0502076
-5.432435,1.8090049
-6.720473,5.926401
-1.7276897,1.4420463
-2.2416768,-7.9272423
0.65907806,1.892278
-9.686123,-4.9105997
1.1531719,-3.5729084
-3.7626586,-8.325426
-3.8649411,-4.55207
1.8483459,-1.6869075
0.42126083,-1.4378036
2.0573127,-1.8215727
0.9997188,1.0398893
-10.699787,1.2529726
-7.51446,1.1889529
0.066595346,-1.6646538
-6.547667,-6.516088
-1.6305162,4.750955
-3.0383468,6.4327054
-3.7979302,-0.5685285
-4.767235,-2.7674885
-7.2922077,-6.6602783
3.3658705,-2.389753
2.6778958,-9.142451
-2.4220567,-5.677935
-7.8322067,-1.6577883
0.0036733325,1.6642642
3.1757073,1.5470835
9.129689,-2.7644506
7.9004836,5.6089263
6.9494615,-2.6771362
-9.288895,-0.49556726
4.310691,-1.6358277
-0.9815732,-5.0656366
-1.2345693,-6.525258
3.134749,-2.430513
-7.15063,-2.3665352
-4.261601,-6.316924
-6.5584054,3.3338585
-2.523818,-4.000764
4.789196,-4.1400666
-1.052306,-6.0602827
-5.497847,-4.135456
8.754438,-3.494076
-5.3480687,3.260839
-0.5334048,4.935625
9.978304,-4.5225844
-2.251102,-6.6489687
11.261758,-1.8407626
-3.4095664,0.965376
2.6188264,-3.403129
-2.47072,-0.7393753
-7.022647,-2.450406
-4.5158305,-4.548385
2.2238615,-4.179699
-6.5252514,-3.5821872
-2.4220283,-5.677937
1.3393079,-4.691882
0.45300436,-2.429465
