-5.374469980597496033e-02,-9.176146388053894043e-01,1.952924847602844238e+00,-2.230077087879180908e-01,-2.047416716814041138e-01,-3.082464933395385742e-01,2.793838977813720703e-01,5.606143474578857422e-01,-1.691659092903137207e-01,-2.379252910614013672e-01,6.580197811126708984e-01,-2.749518156051635742e-01,-2.000789642333984375e-01,-1.473750919103622437e-01,-5.786203145980834961e-01,-8.554518818855285645e-01,1.122427701950073242e+00,8.992049694061279297e-01,1.094547867774963379e+00,5.880246758460998535e-01,6.857599020004272461e-01,-5.235795378684997559e-01,-7.450674176216125488e-01,-1.219393849372863770e+00,4.523849189281463623e-01,9.690190553665161133e-01,-2.504748106002807617e-01,1.221441864967346191e+00,8.784554600715637207e-01,-4.623038172721862793e-01
1.006243377923965454e-01,-6.790488362312316895e-01,-3.522345125675201416e-01,-6.303969770669937134e-02,3.383412659168243408e-01,1.078492879867553711e+00,5.006738305091857910e-01,-4.565896689891815186e-01,1.828936785459518433e-01,-5.107637643814086914e-01,4.588718414306640625e-01,5.434599518775939941e-01,3.832709193229675293e-01,-1.322917461395263672e+00,5.295393466949462891e-01,-8.640357255935668945e-01,4.993897080421447754e-01,6.667631864547729492e-01,-2.144112735986709595e-01,-1.318677783012390137e+00,2.560526132583618164e-01,2.820508182048797607e-02,2.253191471099853516e-01,-3.721147477626800537e-01,-6.345881819725036621e-01,7.713718712329864502e-02,-6.067321300506591797e-01,1.292923450469970703e+00,1.077844381332397461e+00,-4.554921090602874756e-01
-6.653451323509216309e-01,1.051825404167175293e+00,5.549042224884033203e-01,7.942305803298950195e-01,3.516286611557006836e-01,-3.607193529605865479e-01,-1.108763217926025391e+00,-1.013644337654113770e+00,-2.331932932138442993e-01,5.553185939788818359e-01,-2.920403182506561279e-01,-9.292106628417968750e-01,-2.195489704608917236e-01,1.713605642318725586e+00,3.768190443515777588e-01,-5.670596845448017120e-03,3.308166563510894775e-01,2.745555937290191650e-01,-1.015903472900390625e+00,1.199386119842529297e+00,3.287683725357055664e-01,5.239415168762207031e-01,5.156089663505554199e-01,5.265501141548156738e-01,4.267860949039459229e-01,-6.117379665374755859e-01,-9.002645015716552734e-01,-7.511613965034484863e-01,-1.311423331499099731e-01,-4.803038537502288818e-01
7.379307150840759277e-01,1.831089258193969727e-01,-7.823482751846313477e-01,6.504561901092529297e-01,-5.431728959083557129e-01,-1.960675865411758423e-01,8.780908584594726562e-01,-9.172641634941101074e-01,-1.014147520065307617e+00,1.859080195426940918e-01,2.756725847721099854e-01,-6.534315943717956543e-01,-1.481546610593795776e-01,-7.470325827598571777e-01,4.361949861049652100e-01,6.060288548469543457e-01,1.196126580238342285e+00,7.718829512596130371e-01,6.024515032768249512e-01,-4.457864761352539062e-01,-1.022122383117675781e+00,5.500776767730712891e-01,3.039773106575012207e-01,8.210300207138061523e-01,6.980746388435363770e-01,-3.105537965893745422e-02,-6.348302364349365234e-01,-3.758993446826934814e-01,-9.593104720115661621e-01,4.664133787155151367e-01
2.780837118625640869e-01,1.043899655342102051e-01,7.613064646720886230e-01,2.318633347749710083e-01,1.010262250900268555e+00,5.945874750614166260e-02,4.991233348846435547e-01,-1.878627389669418335e-01,-6.892375349998474121e-01,-4.246259927749633789e-01,-3.537785261869430542e-02,6.512926816940307617e-01,3.294421136379241943e-01,1.796777993440628052e-01,1.090277075767517090e+00,3.303648233413696289e-01,-5.083305016160011292e-02,-1.138537764549255371e+00,3.270448148250579834e-01,-4.008403122425079346e-01,-2.506660819053649902e-01,2.726078033447265625e-01,-1.455848366022109985e-01,8.241456151008605957e-01,4.654076993465423584e-01,-4.106905162334442139e-01,-9.962689876556396484e-01,1.093964576721191406e+00,-1.832144707441329956e-01,-8.486399650573730469e-01
-5.062475800514221191e-01,2.748327255249023438e-01,-9.371590614318847656e-02,6.167557239532470703e-01,3.531138002872467041e-01,-4.029622673988342285e-01,6.569434404373168945e-01,5.876146629452705383e-02,1.793013140559196472e-02,1.433509439229965210e-01,-3.447988331317901611e-01,-4.556021690368652344e-01,3.758246898651123047e-01,6.884251832962036133e-01,8.112956583499908447e-02,-5.258502066135406494e-02,1.019181013107299805e+00,-3.468670845031738281e-01,7.176826000213623047e-01,-1.482954472303390503e-01,9.619156122207641602e-01,2.173552513122558594e-01,-3.804951906204223633e-01,-1.462274789810180664e+00,-7.489577531814575195e-01,-1.792637407779693604e-01,5.730595588684082031e-01,1.364603519439697266e+00,2.222867459058761597e-01,-7.283804565668106079e-02
7.060124278068542480e-01,-2.037588953971862793e-01,2.548074126243591309e-01,-4.267520606517791748e-01,-9.331704974174499512e-01,4.161658883094787598e-02,7.897790074348449707e-01,-1.302165627479553223e+00,-7.930385470390319824e-01,-1.146252393722534180e+00,-1.245691552758216858e-01,-5.603560805320739746e-01,3.222474455833435059e-01,-8.689041137695312500e-01,2.924948036670684814e-01,8.709806948900222778e-03,-4.705639556050300598e-02,-2.985647320747375488e-01,-1.651977300643920898e-01,-1.827891707420349121e+00,3.577561974525451660e-01,1.115407943725585938e-01,4.851479828357696533e-01,3.155719637870788574e-01,-6.296586394309997559e-01,6.668507456779479980e-01,-5.909123420715332031e-01,-6.697177886962890625e-02,8.750713616609573364e-02,-1.721450388431549072e-01
-2.269707918167114258e-01,3.239387273788452148e-01,2.081908434629440308e-01,7.257757335901260376e-02,-3.025156557559967041e-01,-1.376180529594421387e+00,-7.206714749336242676e-01,-6.958447694778442383e-01,-1.017994523048400879e+00,-1.217565834522247314e-01,4.305452406406402588e-01,-2.927483022212982178e-01,3.915881216526031494e-01,6.085958797484636307e-03,-5.384922623634338379e-01,3.364544808864593506e-01,5.935794711112976074e-01,-6.874581426382064819e-02,-2.209644168615341187e-01,-7.177739739418029785e-01,-4.229340553283691406e-01,-1.832352578639984131e-01,-3.406650424003601074e-01,1.069224119186401367e+00,7.691414952278137207e-01,1.773470044136047363e-01,-5.313895642757415771e-02,-6.765844225883483887e-01,3.903963863849639893e-01,1.231920480728149414e+00
-6.279187649488449097e-02,-8.382113575935363770e-01,-4.597323536872863770e-01,1.986209452152252197e-01,7.721316069364547729e-02,-6.144952178001403809e-01,7.308946251869201660e-01,-5.281551480293273926e-01,-3.424921631813049316e-01,5.392236709594726562e-01,-2.671727240085601807e-01,1.528994441032409668e+00,7.825929671525955200e-02,3.584229648113250732e-01,1.303410679101943970e-01,-6.251475214958190918e-01,1.994169950485229492e-01,9.133036732673645020e-01,1.212290450930595398e-01,6.907536387443542480e-01,8.596059679985046387e-02,-1.837692111730575562e-01,1.083905994892120361e-01,-5.951332300901412964e-02,2.174723744392395020e-01,-5.362181663513183594e-01,-4.610252976417541504e-01,1.083652853965759277e+00,-9.699767082929611206e-02,5.031508803367614746e-01
-3.286559879779815674e-01,-7.862929105758666992e-01,-5.581749677658081055e-01,5.805917978286743164e-01,4.835835695266723633e-01,7.655987143516540527e-01,3.003703653812408447e-01,1.387501835823059082e+00,5.250331163406372070e-01,6.922003347426652908e-03,-1.836962938308715820e+00,-4.705428704619407654e-02,1.230361759662628174e-01,-1.466767936944961548e-01,2.405457757413387299e-02,1.746617555618286133e-01,2.616326510906219482e-01,-1.016357898712158203e+00,4.847160577774047852e-01,-6.835948675870895386e-02,-9.281351566314697266e-01,-4.926414489746093750e-01,-1.411298066377639771e-01,7.287859916687011719e-02,-9.689507484436035156e-01,-1.778257936239242554e-01,4.301622211933135986e-01,-1.442302107810974121e+00,6.869514584541320801e-01,1.138173580169677734e+00
