2.463017553091049194e-01,6.457740068435668945e-01,-1.252716183662414551e+00,2.533864416182041168e-02,1.037406623363494873e-01,2.121068686246871948e-01,1.997382938861846924e-01,1.534155756235122681e-01,1.516108393669128418e+00,3.561366200447082520e-01,9.663121104240417480e-01,-4.012749493122100830e-01,9.245856404304504395e-01,5.520704984664916992e-01,4.068112671375274658e-01,3.525653481483459473e-01,-2.282699793577194214e-01,1.093617320060729980e+00,-7.126362919807434082e-01,1.675586104393005371e+00,4.480846524238586426e-01,1.019648551940917969e+00,-2.472612559795379639e-01,-1.108080387115478516e+00,4.924533069133758545e-01,9.534571319818496704e-02,-4.733015596866607666e-01,-4.385753273963928223e-01,-2.976016104221343994e-01,5.034967660903930664e-01,-4.584957063198089600e-01,8.265853673219680786e-02,-2.909313440322875977e-01,5.173933506011962891e-01,6.866074204444885254e-01,-1.789666712284088135e-01,3.239788413047790527e-01,-3.297546803951263428e-01,-5.282112956047058105e-01,2.684984505176544189e-01
-1.716791391372680664e-01,2.683153450489044189e-01,-7.517472505569458008e-01,-1.253520011901855469e+00,1.615628600120544434e-01,-4.749000370502471924e-01,3.768422901630401611e-01,7.518384456634521484e-01,1.056900173425674438e-01,-1.140732645988464355e+00,2.392278015613555908e-01,-9.996180236339569092e-02,1.290512084960937500e-01,-6.330864429473876953e-01,9.763084352016448975e-02,-1.246828317642211914e+00,-2.472212761640548706e-01,1.169246435165405273e-02,-4.735198020935058594e-01,6.350330114364624023e-01,3.856351971626281738e-01,1.737918704748153687e-01,4.609422385692596436e-02,6.406983733177185059e-02,2.761575579643249512e-02,-3.279163539409637451e-01,-1.186040878295898438e+00,4.435355365276336670e-01,1.757465004920959473e-01,1.890898309648036957e-02,-1.175893068313598633e+00,5.443910956382751465e-01,-9.479147940874099731e-02,3.678604960441589355e-01,-2.387076243758201599e-02,1.521109789609909058e-01,1.461069751530885696e-02,-4.774895012378692627e-01,9.288710951805114746e-01,6.616180539131164551e-01
-5.569456219673156738e-01,-7.625702619552612305e-01,8.088111877441406250e-01,6.952027678489685059e-01,2.041916698217391968e-01,4.651494920253753662e-01,8.681975007057189941e-01,-5.247833728790283203e-01,7.281303405761718750e-01,-3.286166861653327942e-02,1.087778806686401367e+00,4.490486979484558105e-01,-6.168907284736633301e-01,6.966081261634826660e-01,-4.689120054244995117e-01,-2.595351077616214752e-02,5.142998099327087402e-01,-3.173853456974029541e-01,5.392065048217773438e-01,3.140138387680053711e-01,2.698930203914642334e-01,-5.080410838127136230e-01,1.194061756134033203e+00,-2.147511243820190430e-01,-2.519241273403167725e-01,8.133178353309631348e-01,1.065459251403808594e+00,3.888572454452514648e-01,-1.897582113742828369e-01,-4.071561619639396667e-02,8.263005018234252930e-01,5.712132900953292847e-02,5.541418194770812988e-01,1.764271259307861328e-01,-4.306871592998504639e-01,-6.574910879135131836e-01,-7.164134383201599121e-01,-7.908992469310760498e-02,-8.289070129394531250e-01,-1.135522603988647461e+00
-3.050674451515078545e-03,-1.894465982913970947e-01,3.448145389556884766e-01,5.493237376213073730e-01,6.506550908088684082e-01,-6.645358800888061523e-01,2.233938723802566528e-01,2.760850451886653900e-02,-6.474463641643524170e-02,2.267529815435409546e-01,-7.538420557975769043e-01,-6.217553615570068359e-01,-4.531653821468353271e-01,2.161764949560165405e-01,3.262067735195159912e-01,2.238697856664657593e-01,-2.006652355194091797e-01,1.234588742256164551e+00,9.018673747777938843e-02,-3.016210496425628662e-01,-1.823807060718536377e-01,-3.468132019042968750e-01,8.289434313774108887e-01,1.417166352272033691e+00,-9.429857730865478516e-01,-1.027915105223655701e-01,-3.053678870201110840e-01,4.470919966697692871e-01,4.530552923679351807e-01,-3.729428350925445557e-01,-3.628903031349182129e-01,5.721009969711303711e-01,6.338145732879638672e-01,-1.266212701797485352e+00,7.046366930007934570e-01,6.596547365188598633e-02,-5.321428179740905762e-01,-6.127068400382995605e-01,4.239862561225891113e-01,-6.333574652671813965e-01
-7.867711782455444336e-01,-1.593499779701232910e-01,3.308641314506530762e-01,-3.595178723335266113e-01,2.616849839687347412e-01,-1.666589081287384033e-01,-3.560632932931184769e-03,-3.325491771101951599e-02,-1.164096295833587646e-01,9.293019175529479980e-01,-5.747894644737243652e-01,9.547939300537109375e-01,4.634667560458183289e-02,-3.175596296787261963e-01,3.473176360130310059e-01,-8.878635168075561523e-01,-4.792400002479553223e-01,2.266145646572113037e-01,6.709688156843185425e-02,4.769510626792907715e-01,-2.457182705402374268e-01,6.132428050041198730e-01,7.503918409347534180e-01,8.471334725618362427e-02,-5.284564495086669922e-01,1.397472977638244629e+00,-3.776789307594299316e-01,-3.031619787216186523e-01,5.211344957351684570e-01,-3.405760228633880615e-02,2.585719525814056396e-01,1.933412551879882812e-01,2.600125968456268311e-01,2.049326598644256592e-01,2.507988736033439636e-02,-3.737383708357810974e-02,-7.099484801292419434e-01,-8.895774930715560913e-02,3.146856129169464111e-01,1.085837483406066895e+00
1.652176380157470703e-01,3.208844661712646484e-01,-8.083885908126831055e-01,3.796383738517761230e-01,-4.280554354190826416e-01,-2.089265286922454834e-01,3.005301654338836670e-01,1.804235428571701050e-01,3.918577134609222412e-01,-7.902742028236389160e-01,-5.028789639472961426e-01,1.121079549193382263e-01,1.596988201141357422e+00,-7.781501859426498413e-02,-9.444160014390945435e-02,-1.596586406230926514e-01,3.884180188179016113e-01,1.502520442008972168e-01,3.028012812137603760e-01,1.183185815811157227e+00,-6.570311784744262695e-01,-3.919480443000793457e-01,3.802651464939117432e-01,8.811046183109283447e-02,-1.928662508726119995e-02,5.797179937362670898e-01,-5.704632997512817383e-01,-4.220010042190551758e-01,2.625984326004981995e-02,6.021074652671813965e-01,-4.742658734321594238e-01,-5.795191526412963867e-01,-2.300441563129425049e-01,9.683348238468170166e-02,-3.888718187808990479e-01,-3.419637680053710938e-01,3.304123878479003906e-01,3.567155599594116211e-01,-9.150721430778503418e-01,8.022485673427581787e-02
-3.979858458042144775e-01,7.710499167442321777e-01,-4.838474690914154053e-01,-2.516649365425109863e-01,-5.775415301322937012e-01,-8.039686679840087891e-01,4.404671788215637207e-01,7.233003526926040649e-02,3.192304968833923340e-01,8.891035616397857666e-02,-4.355695843696594238e-01,2.182797491550445557e-01,-5.222681760787963867e-01,-5.215880870819091797e-01,-1.308688670396804810e-01,-8.877379894256591797e-01,-6.860672831535339355e-01,-2.457554191350936890e-01,-1.879125386476516724e-01,-4.855279251933097839e-02,-5.289381369948387146e-02,7.312521338462829590e-02,1.502096205949783325e-01,1.939301341772079468e-01,-9.729512929916381836e-01,-7.209416627883911133e-01,-1.797613352537155151e-01,4.134540259838104248e-01,-1.096318513154983521e-01,6.530767083168029785e-01,-7.581270337104797363e-01,1.140311241149902344e+00,-5.462854504585266113e-01,-1.108737230300903320e+00,8.456733822822570801e-01,3.605947196483612061e-01,-1.150500774383544922e+00,-5.612256750464439392e-02,1.068378835916519165e-01,1.765570640563964844e-01
1.440223027020692825e-02,-8.296400308609008789e-02,9.931831955909729004e-01,3.913604915142059326e-01,6.347951889038085938e-01,-2.164984643459320068e-01,-1.178703382611274719e-01,-4.107851386070251465e-01,2.127911299467086792e-01,-8.669748902320861816e-02,-6.790883541107177734e-01,2.129126042127609253e-01,-3.613985478878021240e-01,2.592953443527221680e-01,2.480847835540771484e-01,6.244528293609619141e-01,1.747949123382568359e-01,4.672868177294731140e-02,-4.154570400714874268e-01,3.971635997295379639e-01,1.088641762733459473e+00,3.534186184406280518e-01,7.251555323600769043e-01,6.778963804244995117e-01,-7.455280423164367676e-01,-2.723787128925323486e-01,9.081445336341857910e-01,4.434859380125999451e-02,-7.657278776168823242e-01,1.835181713104248047e-01,-4.520852863788604736e-01,2.786141932010650635e-01,-8.297684192657470703e-01,-2.546770870685577393e-01,2.797467410564422607e-01,5.458034873008728027e-01,-3.947149217128753662e-01,5.687331780791282654e-02,4.442968368530273438e-01,-8.244374990463256836e-01
2.645950317382812500e-01,3.137424886226654053e-01,3.099628724157810211e-03,-1.061817646026611328e+00,4.024584591388702393e-01,2.906612157821655273e-01,7.185927629470825195e-01,3.422789871692657471e-01,5.433981120586395264e-02,1.486439257860183716e-01,-4.304998517036437988e-01,-3.973716497421264648e-01,-4.861046969890594482e-01,1.800597757101058960e-01,-3.168133199214935303e-01,1.361784487962722778e-01,1.054692268371582031e+00,6.931858658790588379e-01,5.127622932195663452e-02,7.805795669555664062e-01,-6.142503619194030762e-01,2.095055393874645233e-02,6.278684735298156738e-02,-9.080178290605545044e-02,-3.851484060287475586e-01,7.297592163085937500e-01,-3.167223632335662842e-01,-7.379981875419616699e-01,2.961464524269104004e-01,-4.699873328208923340e-01,-3.419376611709594727e-01,-2.615303397178649902e-01,5.274624824523925781e-01,3.591312170028686523e-01,6.733747571706771851e-02,8.921725749969482422e-01,4.001813530921936035e-01,-5.967792868614196777e-01,-1.726626455783843994e-01,-3.002028763294219971e-01
7.509073615074157715e-01,-2.710924148559570312e-01,-5.914244800806045532e-02,-6.352575421333312988e-01,4.043601751327514648e-01,-9.189193844795227051e-01,-1.105318188667297363e+00,5.062928423285484314e-02,-1.306269407272338867e+00,-9.599207043647766113e-01,-6.391527056694030762e-01,-2.326177954673767090e-01,2.837671637535095215e-01,-2.334015071392059326e-01,1.442290246486663818e-01,3.404608666896820068e-01,1.474805325269699097e-01,-8.201394975185394287e-02,-1.021388545632362366e-01,-2.728812992572784424e-01,7.732753753662109375e-01,-7.343973517417907715e-01,-2.402342706918716431e-01,-9.800265431404113770e-01,-2.753520905971527100e-01,-4.816156029701232910e-01,1.503397375345230103e-01,4.725887179374694824e-01,-6.562537550926208496e-01,8.023716509342193604e-02,1.267529964447021484e+00,-7.253773808479309082e-01,2.578765451908111572e-01,-9.793372750282287598e-01,-3.807940483093261719e-01,2.908239960670471191e-01,3.544682264328002930e-01,-1.900500804185867310e-01,-1.056855440139770508e+00,9.827857017517089844e-01
