2.125695049762725830e-01,3.264222621917724609e+00,-7.019497752189636230e-01,2.044871807098388672e+00,-3.171774625778198242e+00
-2.891708135604858398e+00,2.293571233749389648e+00,-1.444171905517578125e+00,-2.024630010128021240e-01,8.806906640529632568e-02
6.471288204193115234e-01,-3.658552408218383789e+00,3.686082839965820312e+00,-3.725874423980712891e+00,3.190672159194946289e+00
2.563954591751098633e-01,-2.013204813003540039e+00,-7.153868079185485840e-01,1.889461278915405273e+00,1.597105145454406738e+00
1.843025565147399902e+00,1.386342048645019531e+00,-1.423229575157165527e+00,2.147298574447631836e+00,-2.586517333984375000e-01
-7.482652664184570312e-01,1.482707858085632324e+00,9.725114703178405762e-01,-1.102099418640136719e+00,-1.364511132240295410e+00
-1.074527144432067871e+00,1.396579742431640625e+00,-2.361262559890747070e+00,1.404350519180297852e+00,1.225794553756713867e+00
7.737541198730468750e-01,-3.359512567520141602e+00,7.958606481552124023e-01,3.325126886367797852e+00,2.100504159927368164e+00
-1.529150962829589844e+00,-1.855457067489624023e+00,5.444584488868713379e-01,1.444927334785461426e+00,-1.176229715347290039e+00
-2.580585241317749023e+00,3.481532633304595947e-01,-1.897258877754211426e+00,-2.377713918685913086e+00,3.170985698699951172e+00
4.314059913158416748e-01,-4.650548934936523438e+00,9.165417551994323730e-01,-3.197562694549560547e+00,-5.071073770523071289e-01
2.829919815063476562e+00,5.341412067413330078e+00,5.688568115234375000e+00,-1.046688365936279297e+01,-2.502636194229125977e+00
-3.743372917175292969e+00,2.930483341217041016e+00,-2.651289999485015869e-01,-3.095113039016723633e+00,1.644243001937866211e+00
-1.411657452583312988e+00,-9.884846806526184082e-01,7.788454890251159668e-01,2.431540489196777344e+00,6.641916275024414062e+00
1.667670488357543945e+00,2.778178930282592773e+00,-2.553684711456298828e+00,-4.931839942932128906e+00,-4.177821636199951172e+00
6.955782324075698853e-02,3.108391761779785156e+00,-1.612285733222961426e+00,-3.400076866149902344e+00,-4.513325691223144531e+00
-2.697048664093017578e+00,-3.880015134811401367e+00,8.660094141960144043e-01,-1.551048830151557922e-02,-6.560089111328125000e+00
-9.499854445457458496e-01,1.481723308563232422e+00,1.550083994865417480e+00,-5.875371456146240234e+00,2.230296373367309570e+00
1.364481687545776367e+00,-4.359950065612792969e+00,1.053378105163574219e+00,-3.361205577850341797e+00,7.349545359611511230e-01
