-1.674903184175491333e-01,2.154704809188842773e+00,-8.200503652915358543e-04,-2.503194212913513184e-01,-1.425276696681976318e-01,-1.744350045919418335e-01,-1.761591315269470215e+00,-2.563519477844238281e-01,1.012463942170143127e-01,9.152488783001899719e-03,1.219066455960273743e-01,-1.393639922142028809e+00,8.818617463111877441e-01,-3.540847003459930420e-01,2.865897119045257568e-01,2.786254584789276123e-01,-7.094939947128295898e-01,-1.246979475021362305e+00,-7.164863348007202148e-01,-4.608240909874439240e-03,-1.636053174734115601e-01,-9.140409529209136963e-02,1.181535005569458008e+00,9.399561285972595215e-01,2.654397487640380859e-01
-1.847213506698608398e-01,-4.583875536918640137e-01,-1.276110857725143433e-01,2.972361445426940918e-01,-3.814399540424346924e-01,1.522605776786804199e+00,3.504171371459960938e-01,3.287211954593658447e-01,1.888472773134708405e-02,3.819133043289184570e-01,3.594099581241607666e-01,-1.003793001174926758e+00,8.758812546730041504e-01,3.650546967983245850e-01,-2.045089900493621826e-01,-1.414445161819458008e+00,-1.080742359161376953e+00,-1.048673868179321289e+00,9.428840875625610352e-01,4.829158484935760498e-01,2.807647176086902618e-02,5.074778199195861816e-01,7.055096626281738281e-01,5.527075529098510742e-01,-6.571140289306640625e-01
1.452507972717285156e+00,4.634255766868591309e-01,-8.950049877166748047e-01,-1.254721403121948242e+00,-4.272076189517974854e-01,-1.438969850540161133e+00,1.165463209152221680e+00,5.751562118530273438e-01,4.137342870235443115e-01,-6.369262337684631348e-01,-1.170157790184020996e+00,5.211983323097229004e-01,3.263646066188812256e-01,1.807516366243362427e-01,-9.699307084083557129e-01,1.157340645790100098e+00,-1.391215175390243530e-01,9.294102191925048828e-01,-1.440740227699279785e-01,1.248240396380424500e-01,2.042503282427787781e-02,4.381531178951263428e-01,-3.968462049961090088e-01,9.409930109977722168e-01,6.134138107299804688e-01
-1.058967947959899902e+00,-1.301000863313674927e-01,7.385626435279846191e-01,1.035511136054992676e+00,7.341542243957519531e-01,1.757581233978271484e-01,-5.647193174809217453e-03,5.432397127151489258e-01,-8.513252250850200653e-03,2.971449494361877441e-01,-1.717603921890258789e+00,4.741918146610260010e-01,-5.625642538070678711e-01,-3.472526371479034424e-01,-1.951566934585571289e+00,-3.644989430904388428e-01,4.009332507848739624e-02,5.808987468481063843e-02,1.914086043834686279e-01,4.598719626665115356e-02,1.021053075790405273e+00,-3.080729544162750244e-01,-7.250554561614990234e-01,5.520181655883789062e-01,4.007921218872070312e-01
-7.145646214485168457e-01,-6.285682916641235352e-01,-2.741545438766479492e-01,1.670810021460056305e-02,-2.195960283279418945e-01,7.471874356269836426e-01,-3.116991519927978516e-01,5.466552376747131348e-01,1.475927978754043579e-01,-6.971873044967651367e-01,-5.244042277336120605e-01,9.522353410720825195e-01,8.957456350326538086e-01,-1.554096102714538574e+00,3.142395913600921631e-01,-9.180133342742919922e-01,-5.366055369377136230e-01,2.503615915775299072e-01,5.359880328178405762e-01,-5.302551388740539551e-02,-7.854861617088317871e-01,-6.976436376571655273e-01,-2.421536445617675781e-01,6.457727551460266113e-01,-4.695011973381042480e-01
2.086579352617263794e-01,3.922283351421356201e-01,6.682346463203430176e-01,-9.108658879995346069e-02,-5.871818661689758301e-01,-8.725653290748596191e-01,-5.942487716674804688e-01,1.519332170486450195e+00,-5.293538570404052734e-01,6.090995669364929199e-01,4.226126074790954590e-01,-6.861396431922912598e-01,1.075670957565307617e+00,-6.461103558540344238e-01,4.985983073711395264e-01,1.245810091495513916e-01,5.481022000312805176e-01,-7.606343924999237061e-02,4.572355449199676514e-01,-6.214733719825744629e-01,2.001328170299530029e-01,2.181375920772552490e-01,7.406543493270874023e-01,7.707700729370117188e-01,-7.371972799301147461e-01
-1.261396884918212891e+00,-1.856832206249237061e-01,-3.569562137126922607e-01,5.156215429306030273e-01,4.603719115257263184e-01,1.054551362991333008e+00,2.022619843482971191e-01,-6.878630518913269043e-01,-5.489422678947448730e-01,-1.827156096696853638e-01,-5.963231921195983887e-01,-1.256947398185729980e+00,5.511428117752075195e-01,1.106512770056724548e-01,-9.824998378753662109e-01,-1.100032567977905273e+00,1.684802323579788208e-01,7.682092785835266113e-01,1.212874293327331543e+00,5.316863656044006348e-01,3.674666285514831543e-01,-2.476646602153778076e-01,1.025411248207092285e+00,6.439738273620605469e-01,4.054255187511444092e-01
1.097401231527328491e-01,1.653438508510589600e-01,-1.816300392150878906e+00,6.641686558723449707e-01,7.602385282516479492e-01,-2.856802940368652344e-01,-2.897301614284515381e-01,-1.668465882539749146e-01,-7.494739443063735962e-02,-5.867787003517150879e-01,-3.610145151615142822e-01,-8.128900080919265747e-02,-3.502072095870971680e-01,-1.505715847015380859e-01,-1.258989453315734863e+00,-1.512495130300521851e-01,3.141467869281768799e-01,5.297616124153137207e-01,-5.586116313934326172e-01,-2.490891329944133759e-02,9.340994358062744141e-01,-1.016768217086791992e+00,-8.800867199897766113e-01,2.041213959455490112e-01,4.239068925380706787e-01
-2.106007635593414307e-01,2.290349006652832031e-01,3.298297524452209473e-02,1.148402094841003418e+00,-4.969980418682098389e-01,3.487528488039970398e-02,-1.027432456612586975e-01,9.066493511199951172e-01,5.371756851673126221e-02,-1.264114975929260254e+00,3.591637909412384033e-01,2.018440812826156616e-01,2.670116350054740906e-02,-4.284585714340209961e-01,-4.138839542865753174e-01,2.756260931491851807e-01,-1.027853131294250488e+00,-5.190944671630859375e-01,-1.145859658718109131e-01,-1.291412830352783203e+00,-3.778455429710447788e-04,9.070764780044555664e-01,3.815968334674835205e-01,-3.321323692798614502e-01,-1.618402153253555298e-01
7.315999865531921387e-01,-1.488295316696166992e+00,2.313122749328613281e-01,-2.492284625768661499e-01,8.414825797080993652e-01,7.814897894859313965e-01,-1.045572161674499512e+00,1.323227137327194214e-01,-1.053401827812194824e+00,9.725809097290039062e-01,1.157587170600891113e+00,2.366840988397598267e-01,-1.650679349899291992e+00,2.120284140110015869e-01,1.373790949583053589e-01,9.214463829994201660e-01,1.260917782783508301e+00,-2.324608415365219116e-01,2.798032760620117188e-01,-7.541807889938354492e-01,9.661200642585754395e-02,-9.078571200370788574e-02,1.583258062601089478e-01,2.128046751022338867e-01,-3.104286491870880127e-01
