0,1,2
0.005123368157543126,0.9902520753017933,0.00462455654066357
0.004445558817142602,0.29186074230619513,0.7036936988766622
0.508603809597241,0.3976162921936817,0.09377989820907731
0.0024789701118938597,0.002435617672227957,0.9950854122158782
0.004582361165620705,0.0038714115577658747,0.9915462272766133
0.00235892771914909,0.0023519590244701506,0.9952891132563808
0.4964275386332962,0.2899113563282318,0.2136611050384719
0.004582361165620705,0.0038714115577658747,0.9915462272766133
0.002274229026523786,0.002149185683539581,0.9955765852899365
0.44856293481698223,0.4412049220929617,0.11023214309005619
0.006129913476881345,0.9879016911700781,0.005968395353040476
0.9793983273112931,0.01365540166354853,0.0069462710251583125
0.3326023716903294,0.5406931583214432,0.12670446998822735
0.005735627558171124,0.9867699861142852,0.007494386327543586
0.004856965022088382,0.004268474312434096,0.9908745606654776
0.0022286721537575676,0.0021743004352964995,0.9955970274109459
0.4083434285861897,0.5851286355345879,0.0065279358792223316
0.0054696207876276885,0.9895721616588812,0.004958217553491315
0.48322603894705135,0.26378623506840376,0.2529877259845449
0.002575773757830159,0.002581287860421793,0.994842938381748
0.19110073810579578,0.2688264178920914,0.540072844002113
0.3952480424233649,0.5711537135023114,0.03359824407432386
0.002357257637755521,0.002347411927322393,0.995295330434922
0.993824781408211,0.0033026821878107022,0.002872536403978249
0.0035922620056439095,0.007049148883355959,0.989358589111
0.3988047032837202,0.5248388207903852,0.07635647592589469
0.2635973574608058,0.5498597432518109,0.18654289928738327
0.282877808117793,0.7064237892357353,0.010698402646471532
0.0024219937453020175,0.0023505567010084663,0.9952274495536896
0.4796990299209917,0.5130316455065084,0.007269324572500016
0.002874239463220934,0.0028934369901020447,0.994232323546677
0.0027548802325433846,0.002730451370005471,0.9945146683974511
0.0028190122030688435,0.002795486637512145,0.994385501159419
0.0031129451919306725,0.0030930597712846386,0.9937939950367848
0.9870550924620076,0.006421853508592964,0.0065230540293994685
0.9814588845379763,0.010830739728600275,0.007710375733423591
0.0028103097921880664,0.0028360101135803868,0.9943536800942315
0.0027393014340881153,0.007128738785616935,0.990131959780295
0.5525425358023417,0.3830548560198623,0.06440260817779608
0.0028714031225033003,0.0028440051984680815,0.9942845916790286
0.002457134307912171,0.016169177497866026,0.9813736881942218
0.00503711625007335,0.004265651455822178,0.9906972322941044
0.0024051223837210194,0.002394314551916886,0.9952005630643621
0.0026498287849088475,0.00385147563744131,0.9934986955776499
0.002508703879223085,0.0025539860126075277,0.9949373101081693
0.0023230679581619836,0.002298918241135781,0.9953780138007021
0.002841275943573876,0.0028182251678433943,0.9943404988885828
0.0028115882765846734,0.0028109283317558085,0.9943774833916594
0.002681611939143926,0.0027114550407531745,0.994606933020103
0.0031173317189810206,0.02294242976654112,0.9739402385144779
0.004866141004187996,0.004512190204467063,0.990621668791345
0.002575773757830159,0.002581287860421793,0.994842938381748
0.0026507817474744214,0.002669762422356328,0.9946794558301693
0.0027258587179849075,0.0027292394526718107,0.9945449018293433
0.10630986102366105,0.05614398576803631,0.8375461532083026
0.5933893089178202,0.4008609431822506,0.00574974789992918
0.0024961667493114386,0.02712007720113029,0.9703837560495583
0.9832961692449352,0.010011382681531254,0.006692448073533456
0.9924889365052272,0.00401409065600844,0.003496972838764367
0.8776219492305101,0.07665590498310629,0.04572214578638362
0.0026459041102472776,0.002663988161114466,0.9946901077286383
0.0031239590290099285,0.003172382745559994,0.9937036582254302
0.0027627695584721314,0.003015748476893632,0.9942214819646342
0.0026967041896487193,0.0027071309204168134,0.9945961648899345
0.004791972336690061,0.004339840813232842,0.9908681868500772
0.006434836276904699,0.785355566007002,0.2082095977160934
0.002383014076275693,0.0023625360398908677,0.9952544498838335
0.5103963504485381,0.4461661907310108,0.043437458820451046
0.0023831181612648886,0.002369197526522472,0.9952476843122127
0.9917611381206446,0.004414777633829229,0.003824084245526182
0.9923221671021186,0.003993160477839729,0.0036846724200415566
0.49696797004227133,0.497514784873286,0.005517245084442731
0.0029837527014682833,0.0030318341713261774,0.9939844131272055
0.0028125208760657826,0.0027606271517254827,0.9944268519722088
0.002427288785962305,0.002304983715021527,0.9952677274990163
0.5249178108445094,0.30895760710564596,0.1661245820498447
0.5199338572380396,0.4200340813742759,0.06003206138768436
0.0028004028449928418,0.0027745330485189216,0.9944250641064882
0.003792641454203182,0.00379861138490357,0.9924087471608933
0.003675754731428773,0.003490554695232151,0.9928336905733391
0.9929184330008372,0.0038548004829663564,0.003226766516196488
0.7586629440041082,0.23538885277362107,0.0059482032222708085
0.35239315887063455,0.6432547572705916,0.004352083858773946
0.9890955055310594,0.0053054299712781815,0.005599064497662385
0.003955330484300693,0.0033603989700047004,0.9926842705456946
0.986174495683662,0.007726973055282662,0.006098531261055186
0.00231602380735175,0.002201238482406828,0.9954827377102414
0.43758303320560765,0.35128036691559955,0.21113659987879282
0.0037442441217339422,0.0035446178985559535,0.9927111379797101
0.0037781296841808277,0.0035920642169905855,0.9926298060988286
0.21604104772028976,0.7723661289765891,0.011592823303121022
0.6645236473004413,0.2929169608992848,0.04255939180027388
0.006057085740455287,0.6028530092444322,0.3910899050151126
0.9888688807278609,0.005625971489234797,0.005505147782904352
0.002490854818673947,0.002273161874418834,0.9952359833069073
0.008828425713713053,0.9084973316930718,0.08267424259321518
0.0037495003774608003,0.003202088352822169,0.993048411269717
0.005721406098782572,0.6175399799509641,0.37673861395025326
0.9893783218968744,0.00494088656464728,0.0056807915384783445
0.004866141004187996,0.004512190204467063,0.990621668791345
0.6745233077002529,0.005851152192952895,0.31962554010679417
0.8234400571965961,0.006602963364258446,0.16995697943914537
0.7881543275371431,0.004972578773319815,0.2068730936895371
0.989813709309484,0.004810298506447394,0.005375992184068708
0.9902918927013483,0.00507866052675086,0.0046294467719008164
0.9891051168549437,0.005423453683650024,0.00547142946140632
0.9911799776054044,0.004258694666011677,0.004561327728583974
0.9919752109821602,0.003768957886784432,0.004255831131055296
0.9912743779480979,0.004329505522307097,0.004396116529594965
0.9909648831314226,0.004500705710037016,0.004534411158540471
0.8165075947024885,0.05122705196613413,0.13226535333137746
0.9864146701483754,0.006722451036783069,0.0068628788148415686
